Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
2.008343917,1.442101135,1.22864502,10.7070845,10.87340254
2.018376917,1.084345093,0.918939056,10.35741165,10.4544837
2.028409917,0.598605194,0.658630371,9.973160706,10.01279465
2.038442917,0.090262299,0.521665192,9.479786682,9.494558304
2.048475917,-0.546513519,0.654888153,9.200168152,9.239623885
2.058507917,-1.118773499,0.846938782,9.082063751,9.189822709
2.068540917,-1.626667328,1.19002533,9.270072784,9.48664621
2.078573917,-2.015708313,1.790576477,9.474397888,9.850556302
2.088606917,-2.342329102,2.407144318,9.673184509,10.23969472
2.098639917,-2.521805878,2.946772156,9.70940918,10.45540997
2.108672917,-2.491568756,3.413052521,9.677525482,10.55989308
2.118705917,-2.402953033,3.835773468,9.740095367,10.74042826
2.128737917,-2.371069336,4.275858307,9.779313812,10.93343097
2.138770917,-2.511776733,4.800068207,9.954748993,11.33343305
2.148803917,-2.681224365,5.475912781,10.05743546,11.76123262
2.158836917,-2.928809509,6.274502106,9.856553192,12.04570225
2.168869917,-3.352578278,7.255412292,9.312434692,12.27200996
2.178902917,-3.259022827,7.164251862,9.653425598,12.45537476
2.188935917,-2.925516357,6.740034027,10.16655853,12.54374813
2.198967917,-3.034340057,6.633755035,11.16707794,13.33857396
2.209000917,-3.359613647,6.990762634,12.201427,14.45795929
2.219033917,-3.604055328,7.591313782,12.94014084,15.42933909
2.229066917,-3.692970428,8.075706482,13.32049988,16.00908438
2.239099917,-3.653452606,8.29125824,13.50027603,16.25884781
2.249132917,-3.508104858,8.128696289,13.90727966,16.48620425
2.259164917,-3.315305786,7.655081177,14.5344754,16.75835599
2.269197917,-3.090473328,7.209158478,14.81843491,16.76630563
2.279230917,-3.068319397,7.016060028,14.97291367,16.81748572
2.289263917,-3.026406555,6.917415161,15.40596313,17.15673248
2.299296917,-2.851869507,6.800208893,15.66866684,17.31713375
2.309329917,-2.894381104,6.706803131,15.93181961,17.52659483
2.319362917,-3.467688904,6.742728424,16.84013077,18.4683312
2.329394917,-4.309089203,6.916217651,17.92432617,19.68968728
2.339427917,-4.889582062,7.279212799,18.72171799,20.67359853
2.349460917,-4.904101868,7.802374878,19.13306259,21.23679244
2.359493917,-4.761448517,8.28182785,19.06405609,21.32365586
2.369526917,-4.130809937,8.318202209,18.38207428,20.59506576
2.379559917,-3.394940186,7.804769897,17.75532761,19.68988853
2.389592917,-3.126697998,7.206464081,17.3638916,19.05817663
2.399624917,-3.236120453,6.845863953,17.43454468,19.00793721
2.409657917,-3.167862396,7.04854248,17.34562958,18.98915924
2.419690917,-2.96383667,7.532635803,16.61978897,18.4862737
2.429723917,-3.178490295,8.058791656,16.40094406,18.5482584
2.439756917,-3.737128601,8.419092407,16.54554337,18.93679625
2.449789917,-4.181404724,8.423283691,16.79282913,19.24668709
2.459821917,-4.514761505,8.174501038,17.13726288,19.51643711
2.469854917,-4.694837036,7.888595581,17.52301071,19.78199534
2.479887917,-4.487218781,7.964188385,17.97492096,20.16584272
2.489920917,-3.802692261,7.937094727,17.83211792,19.88573284
2.499953917,-2.822829895,7.614515533,17.25761261,19.07287101
2.509986917,-1.526375885,6.92804306,16.44450348,17.90947511
2.520019917,-0.514779511,6.224057007,15.41554321,16.63258417
2.530051917,-0.243244171,5.576054535,14.72951981,15.75151757
2.540084917,-0.522263947,4.821174316,14.06894348,14.8812517
2.550117917,-1.178948364,4.395309906,13.18578003,13.94895922
2.560150917,-1.89206543,4.288731537,12.1324205,13.00648903
2.570183917,-2.544558563,4.229005737,11.14133148,12.18558718
2.580216917,-3.133733368,4.055666199,10.12195129,11.34559876
2.590249917,-3.355272675,4.083358612,8.739725647,10.21344588
2.600281917,-3.356470184,4.143683167,7.226073303,8.980653521
2.610314917,-3.275189209,3.884422302,5.818101196,7.724370687
2.620347917,-3.329975281,3.372037811,4.852608948,6.782859867
2.630380917,-3.558999023,2.806513824,4.20056488,6.179622902
2.640413917,-3.682043152,2.188598785,3.658991089,5.633437867
2.650446917,-3.451821899,1.868115234,2.968926086,4.921326149
2.660479917,-3.01293457,1.948947144,2.522404633,4.38619366
2.670511917,-2.479144592,1.941013641,2.425106964,3.974271714
2.680544917,-1.879042511,1.517843628,2.400258636,3.40527408
2.690577917,-1.165326691,0.491128693,2.41852066,2.729182272
2.700610917,-0.854872284,-0.818946991,2.470462646,2.739464634
2.710643917,-0.941242676,-2.217937775,1.859882355,3.043739168
2.720676917,-1.263223114,-3.290008392,0.605191498,3.57577189
2.730709917,-2.239792328,-4.12691803,-0.969384155,4.794562309
2.740741917,-3.195854187,-4.959486694,-3.05394928,6.643538098
2.750774917,-4.087699585,-5.379363556,-5.195545807,8.522941769
2.760807917,-5.452860718,-5.74625061,-5.930816803,9.895841249
2.770840917,-7.069049835,-6.671027527,-5.762566681,11.29961276
2.780873917,-7.846832428,-7.037764893,-7.391030273,12.87362584
2.790906917,-8.492140503,-6.236930237,-8.012388153,13.23684679
2.800938917,-8.512947235,-5.521118774,-8.892408142,13.49177326
2.810971917,-7.226522369,-5.155578918,-10.17389328,13.50224885
2.821004917,-5.543721771,-4.936434631,-11.45852188,13.65280051
2.831037917,-4.496200104,-5.435347137,-10.76172089,12.86753474
2.841070917,-3.703748016,-7.242389374,-8.578510895,11.8220473
2.851103917,-3.51139801,-8.546776886,-7.059619446,11.62822161
2.861136917,-4.478087769,-8.516839142,-6.409820709,11.56181736
2.871168917,-5.049299927,-8.354726257,-6.735842743,11.86037344
2.881201917,-5.608087921,-8.234376526,-7.141349487,12.25783339
2.891234917,-6.921157379,-8.134983215,-7.119944,12.83643151
2.901267917,-7.91913208,-8.684191132,-6.412515106,13.38835981
2.911300917,-8.739276581,-9.722731476,-5.969286804,14.37145948
2.921334125,-9.961335297,-10.69540878,-6.113886108,15.84296605
2.931367125,-10.31445099,-11.85070633,-6.465804291,16.98922496
2.941399125,-9.898466034,-13.22814194,-6.824608154,17.87564392
2.951432125,-9.320966949,-14.8636409,-7.25915451,18.98693156
2.961465125,-9.107061768,-16.65721115,-8.050109711,20.62051221
2.971498125,-9.648785248,-17.57869492,-9.191935272,22.05904
2.981531125,-10.32193542,-17.81520309,-10.59556641,23.15577336
2.991564125,-10.85033661,-18.69522308,-12.9884903,25.21789148
3.001597125,-11.13249985,-21.26103745,-16.8928212,29.34845267
3.011629125,-12.36099518,-25.94090561,-20.9908493,35.58567886
3.021662125,-11.49639313,-31.25695084,-23.13798431,40.55280938
3.031695125,-10.9314679,-36.6587677,-24.93125519,45.6610307
3.041728125,-10.49886749,-43.21812744,-23.05400894,50.0951104
3.051761125,-12.1098175,-49.77209839,-16.46590897,53.80553518
3.061794125,-16.55736877,-53.89991455,-6.209088135,56.72653722
3.071827125,-26.14238663,-56.78890686,7.778125305,62.99923455
3.081860125,-39.33220825,-57.68569199,27.4406369,75.01766605
3.091892125,-48.29407196,-59.49288391,49.60489609,91.28179631
3.101925125,-48.58776123,-64.20942581,72.82984955,108.5716717
3.111958125,-47.02141846,-68.22901703,80.11609772,115.259714
3.121991125,-36.01525589,-65.49390472,79.28337936,108.9605638
3.132024125,-10.71217392,-50.43941071,79.2351796,94.53622855
3.142057125,17.95531174,-20.37502991,78.97681686,83.51570311
3.152090125,44.79839127,13.22559723,78.6976474,91.51574722
3.162122125,47.50551178,19.78405884,78.65753082,93.99569027
3.172155125,21.58077255,2.703677673,77.06244781,80.07284484
3.182188125,3.364553375,-13.46734451,53.09818176,54.88266114
3.192221125,2.753374329,-13.93901367,22.7028392,26.78238377
3.202254125,-3.707789612,1.14556778,13.73394012,14.27169018
3.212287125,-11.74562485,13.36899902,18.0606926,25.35504792
3.222320125,-6.442003784,8.518934784,24.02039932,26.28785359
3.232352125,5.315895538,2.601290588,24.20706116,24.92001742
3.242385125,13.15329758,2.323019257,21.55158325,25.35500732
3.252418125,15.44997162,5.465584259,20.92319,26.57732331
3.262451125,16.00651428,6.990163879,19.3652298,26.07840132
3.272484125,15.67031342,6.798562317,17.70832535,24.60414515
3.282517125,13.47497864,6.232439575,18.29375793,23.56013437
3.292550125,10.69286407,5.567671967,19.08995224,22.57792262
3.302582125,8.240064697,5.823190613,18.59103973,21.15265878
3.312615125,6.157146149,5.380710754,17.67299881,19.47299114
3.322648125,4.480183411,3.924838257,16.54988434,17.5890611
3.332681125,3.116968231,2.485880585,14.85555771,15.38124469
3.342714125,1.84177002,1.464404755,13.09866119,13.30832533
3.352747125,0.563278656,0.939745789,11.60611496,11.65771459
3.362780125,-0.018262024,0.296683044,10.02689896,10.03130385
3.372813125,-0.210761719,-0.56282959,7.417824554,7.442131332
3.382845125,-0.547711029,-0.936901703,5.538931732,5.644248126
3.392878125,-1.265019379,-0.571960602,4.908442841,5.101002262
3.402911125,-1.660796356,-0.845591583,3.499422913,3.964748464
3.412944125,-1.308279419,-0.983454895,3.939807129,4.266246451
3.422977125,-1.539997559,-1.221160583,4.652924194,5.050992893
3.433010125,-19.36642731,-13.33636688,21.47763702,31.84660234
3.443043125,-4.033063202,-12.31384323,25.48929474,28.593714
3.453075125,-3.49148941,-16.01549561,32.55684769,36.45044484
3.463108125,-16.28194153,-13.052108,16.49479889,26.5995777
3.473141125,2.670895844,0.670006714,-27.21849884,27.35743542
3.483174125,1.031055908,-1.275198212,-7.999664612,8.16601743
3.493207125,-1.72471344,-0.736468506,3.241509247,3.744917156
3.503240125,-11.97270264,2.908302155,11.81103882,17.06764389
3.513273125,-2.974614258,3.177592163,29.26773743,29.58962447
3.523305125,-4.864883423,-0.073197784,30.99888748,31.37839183
3.533338125,-0.356109467,-1.21098175,-8.936716003,9.025418754
3.543371125,0.652343445,2.987337799,-12.08092758,12.4618839
3.553404125,-2.294877777,3.055745544,13.14671127,13.69087514
3.563437125,-5.756579132,1.348545685,22.18147339,22.95592604
3.573470125,3.902684326,-5.545967102,15.57975174,16.99168503
3.583503125,1.360969849,0.966240692,5.482948151,5.731368111
3.593536125,-1.034498749,2.204765167,8.813821564,9.144103437
3.603568125,0.085172882,0.776285706,5.689967651,5.743309655
3.613601125,0.653091888,-0.053738251,10.20308258,10.22410441
3.623634125,0.516426086,-1.343456268,14.615457,14.68615518
3.633667125,-0.029638367,-0.354612579,10.01761826,10.02393655
3.643700125,0.43993515,0.949325867,7.875273285,7.944475555
3.653733125,0.169597321,0.483494568,8.631351013,8.646545585
3.663766125,0.32527359,-0.392932892,11.05585922,11.06762044
3.673798125,0.237855377,-0.241298218,10.76246933,10.76780136
3.683831125,0.294288025,0.376467133,8.966504059,8.979227583
3.693864125,0.255668335,0.278720398,9.293274536,9.300967851
3.703897125,0.274678803,-0.110769653,10.33660492,10.34084714
3.713930125,0.264949036,-0.032033386,10.1324295,10.13594356
3.723963125,0.268391876,0.209564209,9.44610672,9.452242248
3.733996125,0.266595612,0.123343506,9.669741669,9.674202333
3.744029125,0.267194367,-0.01287323,10.08273285,10.08628079
3.754061125,0.270936585,0.060923309,9.851164398,9.855077792
3.764094125,0.272283783,0.137264557,9.650581512,9.655397638
3.774127125,0.273181915,0.074544983,9.817634125,9.821717015
3.784160125,0.277971954,0.034578094,9.93049942,9.934449295
3.794193125,0.273481293,0.093405762,9.782906342,9.78717391
3.804226125,0.265547791,0.092058563,9.754016418,9.758064701
3.814259125,0.274529114,0.057480469,9.859397278,9.863386078
3.824292125,0.269888763,0.068707123,9.836794281,9.840735864
3.834324125,0.271235962,0.09595047,9.769733734,9.773969136
3.844357125,0.272433472,0.088615723,9.810748444,9.81493035
3.854390125,0.273032227,0.061522064,9.843380585,9.847358676
3.864423125,0.272134094,0.077688446,9.813442841,9.817522745
3.874456125,0.2773732,0.088615723,9.79712677,9.801453034
3.884489125,0.278570709,0.068108368,9.830058289,9.834240507
3.894522125,0.267344055,0.072898407,9.822274475,9.826182518
3.904554125,0.281863861,0.081580353,9.810898132,9.815285261
3.914587125,0.281414795,0.070503387,9.814340973,9.818627895
3.924620292,0.275127869,0.067659302,9.82167572,9.825761399
3.934653292,0.275576935,0.070653076,9.810898132,9.81502199
3.944686292,0.269589386,0.075293427,9.814490662,9.818481272
3.954719292,0.277971954,0.077987823,9.815239105,9.819484162
3.964752292,0.274678803,0.071700897,9.823172607,9.827273759
3.974785292,0.27378067,0.082628174,9.812245331,9.816411855
3.984817292,0.280366974,0.08068222,9.801617432,9.805958369
3.994850292,0.275726624,0.075892181,9.814041595,9.818207435
4.004883292,0.275876312,0.084574127,9.813442841,9.817684091
4.014916292,0.282312927,0.080083466,9.800120544,9.804513075
4.024949292,0.282163239,0.075143738,9.817484436,9.821825865
4.034982292,0.274379425,0.072748718,9.823022919,9.827123471
4.045015292,0.273630981,0.073347473,9.808203735,9.812294038
4.055047292,0.280965729,0.077987823,9.808652802,9.812985969
4.065080292,0.274678803,0.075742493,9.817783813,9.821917551
4.075113292,0.281115418,0.073048096,9.813293152,9.817590559
4.085146292,0.282462616,0.075742493,9.823022919,9.827375098
4.095179292,-0.373922424,0.558638306,8.925489349,8.950768395
4.105212292,0.631686401,-0.082927551,10.65544189,10.67447173
4.115245292,-1.188229065,0.620609436,9.755662994,9.847334911
4.125278292,-3.128494263,1.978286133,11.01409607,11.6194408
4.135310292,-4.603377228,2.394869843,9.749825134,11.04470795
4.145343292,-7.357350311,1.89206543,9.97375946,12.53739977
4.155376292,-10.18212616,1.075513458,9.771529999,14.15327598
4.165409292,-4.24038208,-0.413889313,11.33682495,12.1109762
4.175442292,10.46129562,2.020947418,9.699679413,14.40856396
4.185475292,2.98015274,6.109994202,6.742728424,9.57484862
4.195508292,-2.005080414,6.828350372,12.69090912,14.55011651
4.205541292,-1.766626282,5.093607788,16.5914978,17.44544663
4.215573292,-1.749112701,4.937632141,16.60032944,17.40719805
4.225606292,0.155077515,5.259911957,16.22880203,17.06061952
4.235639292,1.249302063,4.309687958,14.52279968,15.20019331
4.245672292,1.074016571,2.014660492,14.48432968,14.66315705
4.255705292,1.552421722,0.564326477,16.12611557,16.21049293
4.265738292,1.366508331,-0.261955261,15.46793427,15.53038815
4.275771292,1.95283905,-0.194146271,13.96730484,14.10449849
4.285803292,1.709744568,0.456400909,12.49511627,12.61980423
4.295836292,1.524429932,0.368084564,11.0043663,11.11554995
4.305869292,1.41934845,-0.36853363,9.886490936,9.994652075
4.315902292,1.393302612,-1.121467896,8.792565765,8.972635909
4.325935292,1.208437042,-1.69657196,8.251590729,8.510430427
4.335968292,0.960851898,-1.662442932,7.643555145,7.881046132
4.346001292,1.141526184,-1.307081909,7.373067627,7.574541001
4.356033292,1.808389435,-1.053958282,7.863747253,8.137543934
4.366066292,3.12879364,-1.344504089,8.300389252,8.97181713
4.376099292,4.663103027,-2.063758392,8.210875397,9.665511023
4.386132292,5.857918396,-3.079096985,8.533903656,10.79923876
4.396165292,6.529421997,-4.351301422,9.028026123,11.96128887
4.406198292,7.100334778,-5.652844849,9.093739471,12.84778216
4.416231292,7.776029663,-6.580765228,8.578510895,13.31780603
4.426264292,8.379125519,-7.156917114,8.25608139,13.76931687
4.436296292,9.025032349,-7.529642029,7.945477295,14.18722409
4.446329292,9.48592392,-7.847580872,7.852520599,14.60237508
4.456362292,9.575288086,-7.979306946,7.843389587,14.72665072
4.466395292,9.292975159,-8.008346558,8.10519516,14.70330543
4.476428292,8.647966461,-8.406817932,8.444689178,14.72327025
4.486461292,8.140372009,-8.760083313,7.723039856,14.23552109
4.496494292,7.94951889,-8.852141876,6.577472076,13.59479332
4.506526292,7.554640045,-8.612639923,5.247936859,12.60122986
4.516559292,6.654412079,-8.142018585,4.240082703,11.33807603
4.526592292,5.246140594,-8.007897491,3.768563232,10.28836635
4.536625292,3.679199066,-8.089477844,3.457809448,9.535858836
4.546658292,2.269580383,-7.787555695,3.085832977,8.678674091
4.556691292,0.830622711,-7.035968628,2.703078918,7.582969356
4.566724292,-0.681832123,-6.2798909,2.396516418,6.756124311
4.576757292,-2.311792603,-5.707331543,1.897154846,6.443385359
4.586789292,-3.855682068,-5.735173645,1.768422546,7.133429698
4.596822292,-5.167853394,-6.646628265,2.198927307,8.701704275
4.606855292,-4.863386536,-6.996600494,1.680405579,8.68497035
4.616888292,-1.579964447,-3.316802673,-0.404608612,3.69610278
4.626921292,-0.811911621,-2.370021515,3.378624115,4.20610311
4.636954292,-0.700094147,-0.775088196,1.299747162,1.667404033
4.646987292,0.462538147,16.86333252,6.530170441,18.08947349
4.657019292,-25.8600737,27.26834518,-1.522633667,37.61149391
4.667052292,-5.076842651,-11.69802383,14.12657364,19.03097937
4.677085292,-46.87262787,8.364456024,48.33344009,67.84636172
4.687118292,2.527643738,-3.105741577,-1.201551361,4.18071038
4.697151292,0.746946716,-1.528321838,0.171842651,1.709744699
4.707184292,-0.639619904,-0.908760223,0.51253418,1.223785132
4.717217292,-0.056282959,-0.540825348,-0.128283234,0.558673802
4.727250292,0.91504715,-0.11346405,-4.232298889,4.331574686
4.737282292,1.132095795,0.123792572,-3.802692261,3.969563442
4.747315292,0.010627899,0.903072052,-0.486188965,1.025686011
4.757348292,-0.523461456,1.164428558,0.525706787,1.380678598
4.767381292,-0.42945694,0.576151886,0.423020325,0.83386477
4.777414292,-0.449814606,0.57570282,0.541873169,0.909611702
4.787447292,-0.239052887,0.168250122,-0.041014709,0.29518908
4.797480292,0.00583786,-0.136067047,-2.090253296,2.094685457
4.807512292,-2.653382263,0.360899506,6.760391693,7.271422263
4.817545292,-20.70404572,9.345964966,50.97439819,55.80675444
4.827578292,-19.09743668,-3.060086517,23.94780029,30.78267948
4.837611292,4.302502899,-4.868176575,17.3586525,18.53465648
4.847644292,-0.160017242,-0.68452652,1.62756546,1.772893511
4.857677292,-1.977238312,-3.824397125,12.71441025,13.42355067
4.867710292,-4.82431778,-0.484243012,9.852212219,10.98064747
4.877742292,-4.434827728,-0.365988922,7.382198639,8.61965786
4.887775292,-4.991520081,-0.385747833,11.18593872,12.25517438
4.897808292,-3.117716675,0.159268799,9.003477173,9.529329725
4.907841292,-1.415606232,1.638193359,5.971232758,6.351632793
4.917874292,6.709198151,5.285508728,-3.721560974,9.316649528
4.9279075,7.67454071,-4.51655777,17.86504944,19.96140928
4.9379405,0.816402283,-5.276677094,20.77469879,21.44989379
4.9479725,-2.103276215,0.11585907,2.380649414,3.178786843
4.9580055,-4.02977005,-0.945733337,13.53694977,14.15565142
4.9680385,-1.839973755,-0.468525696,11.62407761,11.77812379
4.9780715,7.422464905,-1.961970062,10.3792662,12.91013086
4.9881045,0.937650147,0.623902588,7.092251587,7.181119328
4.9981375,-2.133213959,0.515827332,8.837322693,9.105764768
5.0081705,0.152981873,0.498912506,7.193590851,7.212493776
5.0182025,1.608554993,-0.116158447,8.237969055,8.394347866
5.0282355,1.301244049,-1.472637634,12.44452148,12.5987306
5.0382685,-0.05269043,-1.534908142,11.97404984,12.07214102
5.0483015,-0.14160553,-0.889001312,10.41683807,10.4556631
5.0583345,1.451232147,-0.24219635,9.166039124,9.283372611
5.0683675,0.558937683,0.035476227,8.201295319,8.220396268
5.0784005,0.264050903,-0.280516663,9.379195862,9.387104319
5.0884325,0.933907929,-0.864452362,10.43824356,10.51553092
5.0984655,0.335003357,-0.830473023,10.60799057,10.64572105
5.1084985,0.642314301,-0.529748383,9.714199219,9.749813715
5.1185315,0.638123016,-0.324375458,9.195976868,9.223795909
5.1285645,0.535735931,-0.454904022,9.633067932,9.658672188
5.1385975,0.62360321,-0.664318543,10.05234604,10.09355542
5.1486305,0.535436554,-0.633332977,10.10099487,10.13498399
5.1586625,0.606538696,-0.526904297,9.690398712,9.723648725
5.1686955,0.578696594,-0.407003632,9.614057465,9.640054079
5.1787285,0.686472473,-0.570613403,9.467512207,9.509502169
5.1887615,0.458795929,-0.587079163,10.30427216,10.33117517
5.1987945,0.664468231,-0.549507294,9.569749603,9.60851621
5.2088275,0.55699173,-0.508342896,9.785600739,9.814613293
5.2188605,0.571810913,-0.51597702,9.778116302,9.80840244
5.2288925,0.618214417,-0.572559357,9.756710815,9.793029113
5.2389255,0.542022858,-0.533041534,9.949509888,9.978510363
5.2489585,0.633183289,-0.529598694,9.634115753,9.669414781
5.2589915,0.561033325,-0.527053986,9.827812958,9.857913158
5.2690245,0.608035584,-0.552501068,9.762848053,9.797355092
5.2790575,0.578397217,-0.548459473,9.834399261,9.866648872
5.2890905,0.597108307,-0.540525971,9.774972839,9.808098728
5.2991225,0.585582275,-0.520767059,9.763596497,9.794994716
5.3091555,0.58154068,-0.536933441,9.810598755,9.842476061
5.3191885,0.592617645,-0.543819122,9.7900914,9.823076124
5.3292215,0.580792236,-0.543370056,9.790241089,9.822494144
5.3392545,0.581241303,-0.541274414,9.768087158,9.800323779
5.3492875,0.58737854,-0.541274414,9.785600739,9.818145108
5.3593205,0.590971069,-0.543819122,9.797575836,9.830436323
5.3693525,0.581989746,-0.539029083,9.791139221,9.823221043
5.3793855,0.590222626,-0.536184998,9.775122528,9.807592851
5.3894185,0.584384766,-0.539178772,9.789193268,9.821431878
5.3994515,0.591569824,-0.541573792,9.786199493,9.819010009
5.4094845,0.590372315,-0.548160095,9.786947937,9.820049332
5.4195175,0.585582275,-0.54172348,9.789642334,9.822090814
5.4295505,0.585133209,-0.541873169,9.783954163,9.816402929
5.4395825,0.591270447,-0.539328461,9.78889389,9.821553824
5.4496155,0.588126984,-0.543519745,9.786349182,9.819059903
5.4596485,0.589025116,-0.53828064,9.786947937,9.819421905
5.4696815,0.589174805,-0.530945892,9.784103851,9.816196752
5.4797145,0.585432587,-0.537382507,9.780211945,9.812443985
5.4897475,0.585133209,-0.543819122,9.787097626,9.81964358
5.4997805,0.586031342,-0.535286865,9.77961319,9.811768388
5.5098125,0.593815155,-0.538580017,9.793085175,9.825843583
5.5198455,0.583336945,-0.541274414,9.785301361,9.817605752
5.5298785,0.584684143,-0.539927216,9.779014435,9.811345487
5.5399115,0.593366089,-0.530945892,9.786798248,9.819134728
5.5499445,0.585582275,-0.542621613,9.793234863,9.825721037
5.5599775,0.583486633,-0.538430328,9.785001984,9.817159859
5.5700105,0.586929474,-0.537382507,9.774224396,9.806565592
5.5800425,0.595012665,-0.547261963,9.781409454,9.814759632
5.5900755,0.591869202,-0.541124725,9.782157898,9.814975204
5.6001085,0.588426361,-0.539627838,9.787546692,9.820056722
5.6101415,0.594114533,-0.540825348,9.779313812,9.81225982
5.6201745,0.588725739,-0.540975037,9.781858521,9.814479512
5.6302075,0.591869202,-0.533041534,9.793234863,9.825573343
5.6402395,0.59441391,-0.541274414,9.784552917,9.817524213
5.6502725,0.587228851,-0.545016632,9.789193268,9.821923726
5.6603055,0.590671692,-0.549058228,9.78425354,9.817432216
5.6703385,0.58857605,-0.533939667,9.786049805,9.818262785
5.6803715,0.592318268,-0.528999939,9.782457275,9.814639688
5.6904045,0.591270447,-0.541424103,9.788295135,9.821072368
5.7004375,0.590372315,-0.540975037,9.789941711,9.822634686
5.7104695,0.585582275,-0.543669434,9.79473175,9.827270889
5.7205025,0.587977295,-0.547411652,9.790540466,9.823444378
5.7305355,0.592168579,-0.53588562,9.785900116,9.818435624
5.7405685,0.593066711,-0.535586243,9.785151672,9.817727537
5.7506015,0.584235077,-0.543519745,9.776918793,9.809428394
5.7606345,0.588276672,-0.533490601,9.784702606,9.816877648
5.7706675,0.592767334,-0.540975037,9.783654785,9.816513029
5.7806995,0.588426361,-0.544567566,9.787846069,9.820627785
5.7907325,0.594264221,-0.538580017,9.780062256,9.812891324
5.8007655,0.5839357,-0.540825348,9.787995758,9.82030213
5.8107985,0.591569824,-0.543519745,9.792187042,9.825085019
5.8208315,0.589025116,-0.540675659,9.791438599,9.824029244
5.8308645,0.591270447,-0.542771301,9.77721817,9.810106858
5.8408975,0.581390991,-0.535586243,9.787097626,9.818968787
5.8509295,0.593665466,-0.538879395,9.796378326,9.829133126
5.8609625,0.588126984,-0.542022858,9.798623657,9.831210897
5.8709955,0.59201889,-0.53708313,9.774523773,9.807153494
5.8810285,0.587827606,-0.530796204,9.789043579,9.821031519
5.8910615,0.586630096,-0.542771301,9.792935486,9.825493422
5.9010945,0.587977295,-0.529898071,9.793683929,9.825617241
5.9111265,0.584833832,-0.534239044,9.792336731,9.824321891
5.9211595,0.596359863,-0.53468811,9.797875214,9.83055925
5.931191917,0.592617645,-0.542771301,9.788594513,9.821526302
5.941224917,0.587228851,-0.537382507,9.783355408,9.815684424
5.951257917,0.591120758,-0.544567566,9.794282684,9.827204632
5.961290917,0.586330719,-0.539777527,9.790839844,9.823221892
5.971323917,0.587228851,-0.531844025,9.781110077,9.813144762
5.981355917,0.586929474,-0.534987488,9.780661011,9.812850128
5.991388917,0.597407684,-0.542771301,9.788744202,9.821965673
6.001421917,0.593066711,-0.537532196,9.789193268,9.821862034
6.011454917,0.584384766,-0.540975037,9.785750427,9.818099153
6.021487917,0.584534454,-0.531844025,9.785600739,9.817459977
6.031520917,0.591120758,-0.540076904,9.78889389,9.821585942
6.041552917,0.591569824,-0.546513519,9.780511322,9.813614706
6.051585917,0.590821381,-0.538729706,9.791887665,9.824477779
6.061618917,0.585432587,-0.545765076,9.792187042,9.824841877
6.071651917,0.594563599,-0.536334686,9.792336731,9.825020072
6.081684917,0.598754883,-0.530496826,9.790690155,9.823316548
6.091717917,0.590072937,-0.539777527,9.782906342,9.815538821
6.101750917,0.582289124,-0.534538422,9.788744202,9.820606142
6.111782917,0.591869202,-0.534538422,9.788295135,9.820731242
6.121815917,0.590671692,-0.535137177,9.789941711,9.822332898
6.131848917,0.585881653,-0.539627838,9.785301361,9.817666639
6.141881917,0.590372315,-0.542322235,9.786049805,9.818830055
6.151914917,0.586330719,-0.537681885,9.778864746,9.811171247
6.161947917,0.58737854,-0.53124527,9.785301361,9.817298906
6.171979917,0.588426361,-0.536933441,9.783654785,9.816029954
6.182012917,0.594264221,-0.540525971,9.782756653,9.815683676
6.192045917,0.592617645,-0.541873169,9.779762878,9.812674669
6.202078917,0.588276672,-0.544717255,9.780661011,9.813466061
6.212111917,0.593515778,-0.533191223,9.787846069,9.820309798
6.222144917,0.588875427,-0.534239044,9.789941711,9.822176151
6.232177917,0.589623871,-0.537981262,9.779313812,9.811832591
6.242209917,0.595910797,-0.542771301,9.788594513,9.821725556
6.252242917,0.592767334,-0.538430328,9.788295135,9.820998014
6.262275917,0.589474182,-0.52540741,9.785750427,9.817557954
6.272308917,0.594862976,-0.542022858,9.789043579,9.822068261
6.282341917,0.588276672,-0.542621613,9.793085175,9.825732792
6.292374917,0.593815155,-0.541124725,9.791588287,9.824491518
6.302406917,0.590671692,-0.539777527,9.783205719,9.815873215
6.312439917,0.58977356,-0.533640289,9.77721817,9.809515786
6.322472917,0.5932164,-0.539178772,9.78545105,9.818231597
6.332505917,0.586480408,-0.535436554,9.79248642,9.824634439
6.342538917,0.590222626,-0.528251495,9.792636108,9.824618789
6.352571917,0.590222626,-0.531694336,9.782457275,9.814659034
6.362603917,0.594114533,-0.532742157,9.785151672,9.817636148
6.372636917,0.587528229,-0.541573792,9.787247314,9.819811688
6.382669917,0.585881653,-0.538130951,9.791737976,9.82399994
6.392702917,0.591120758,-0.543070679,9.793085175,9.825928289
6.402735917,0.585731964,-0.545615387,9.785600739,9.818287014
6.412768917,0.591270447,-0.53588562,9.788444824,9.820917789
6.422801917,0.584534454,-0.538430328,9.787397003,9.819609353
6.432833917,0.581241303,-0.534987488,9.79128891,9.823104987
6.442866917,0.584534454,-0.531544647,9.790241089,9.82206907
6.452899917,0.59441391,-0.526754608,9.788295135,9.820464346
6.462932917,0.594713287,-0.533041534,9.796378326,9.82887814
6.472965917,0.588276672,-0.533939667,9.782008209,9.814216505
6.482998917,0.596509552,-0.540076904,9.786498871,9.819524778
6.493030917,0.596808929,-0.538430328,9.79248642,9.825420011
