Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
9.715730958,-0.521351781,0.895435588,-0.154026185,1.047538371
9.725763958,-0.076615482,0.76325577,-0.81487499,1.119129372
9.735797958,-0.170291093,1.007655351,-0.934687655,1.384922155
9.745830958,-1.199099624,1.809373521,-0.209413936,2.180717002
9.755863958,-1.939327889,3.204609808,0.367622634,3.763729943
9.765896958,-2.114817741,4.237682421,1.036099132,4.848082898
9.775929958,-1.528901882,4.18193916,1.756362664,4.786540077
9.785962958,-0.407464977,3.716723573,2.006132328,4.243186154
9.795995958,0.579015852,3.513884246,1.699870375,3.946162838
9.806028958,1.231463962,3.071287444,1.143516284,3.500991223
9.816061958,1.174062285,2.187142244,0.483160692,2.528924218
9.826094958,0.78060709,1.14325696,-0.556887649,1.492148706
9.836127958,0.698833487,-0.241949013,-1.741278894,1.89181388
9.846160958,0.957419436,-1.699670985,-2.938982495,3.527485158
9.856193958,0.952106583,-2.39727948,-3.911629981,4.68554212
9.866226958,-0.121596796,-1.853509474,-4.118622,4.518111368
9.876259958,-1.404646795,-1.104881684,-3.55807107,3.981666221
9.886292958,-2.321236441,-1.338142903,-2.898826449,3.947399122
9.896325958,-3.099051778,-2.459076948,-1.939503306,4.406002091
9.906358958,-3.826004525,-3.684055179,-1.355018553,5.481482323
9.916391958,-4.7701673,-4.260662563,-1.631931576,6.600828904
9.926424958,-5.346896891,-4.69593222,-2.229591275,7.457356303
9.936457958,-5.838278768,-5.041051844,-2.485471572,8.10402811
9.946490958,-5.884855349,-5.06402497,-2.025435741,8.023606503
9.956523958,-5.324046557,-5.038737516,-1.107561463,7.413571332
9.966556958,-4.188814316,-5.293047543,-0.259970132,6.75500571
9.976589958,-2.932433321,-5.947132874,0.588182532,6.656839587
9.986622958,-0.74371116,-7.1018954,1.03224874,7.214954055
9.996655958,1.809138171,-8.005156901,1.094262263,8.279669549
10.00668896,3.932873793,-8.479863689,1.26916447,9.43325834
10.01672196,5.719772664,-8.541344238,1.715471331,10.42176581
10.02675496,6.291673624,-7.350725416,2.447687157,9.980455578
10.03678796,6.211888951,-5.67031516,2.986409846,8.925171265
0.006384917,-0.253343482,0.472100099,0.538844896,0.759878441
0.016417917,-0.299911585,0.57407057,0.413371249,0.768361743
0.026451917,-0.251794262,0.596952771,0.153513969,0.665822424
