sitution,time
walk,1:10:24:20
walk,1:10:24:30
walk,1:10:24:40
walk,1:10:24:50
walk,1:10:25:0
walk,1:10:25:10
walk,1:10:25:20
walk,1:10:25:30
walk,1:10:25:40
walk,1:10:25:50
walk,1:10:26:0
walk,1:10:26:10
walk,1:10:26:20
walk,1:10:26:30
walk,1:10:26:40
walk,1:10:26:50
walk,1:10:27:0
walk,1:10:27:10
walk,1:10:27:20
walk,1:10:27:30
walk,1:10:27:40
walk,1:10:27:50
walk,1:10:28:0
walk,1:10:28:10
walk,1:10:28:20
walk,1:10:28:30
walk,1:10:28:40
walk,1:10:28:50
walk,1:10:29:0
walk,1:10:29:10
walk,1:10:29:20
walk,1:10:29:30
walk,1:10:29:40
walk,1:10:29:50
walk,1:10:30:0
walk,1:10:30:10
walk,1:10:30:20
walk,1:10:30:30
walk,1:10:30:40
walk,1:10:30:50
walk,1:10:31:0
walk,1:10:31:10
walk,1:10:31:20
walk,1:10:31:30
walk,1:10:31:40
walk,1:10:31:50
walk,1:10:32:0
walk,1:10:32:10
walk,1:10:32:20
walk,1:10:32:30
walk,1:10:32:40
walk,1:10:32:50
walk,1:10:33:0
walk,1:10:33:10
walk,1:10:33:20
walk,1:10:33:30
walk,1:10:33:40
walk,1:10:33:50
walk,1:10:34:0
walk,1:10:34:10
walk,1:10:34:20
walk,1:10:34:30
walk,1:10:34:40
walk,1:10:34:50
walk,1:10:35:0
walk,1:10:35:10
walk,1:10:35:20
walk,1:10:35:30
walk,1:10:35:40
walk,1:10:35:50
walk,1:10:36:0
walk,1:10:36:10
walk,1:10:36:20
walk,1:10:36:30
walk,1:10:36:40
walk,1:10:36:50
walk,1:10:37:0
walk,1:10:37:10
walk,1:10:37:20
walk,1:10:37:30
walk,1:10:37:40
walk,1:10:37:50
walk,1:10:38:0
walk,1:10:38:10
walk,1:10:38:20
walk,1:10:38:30
walk,1:10:38:40
walk,1:10:38:50
walk,1:10:39:0
walk,1:10:39:10
walk,1:10:39:20
walk,1:10:39:30
walk,1:10:39:40
walk,1:10:39:50
walk,1:10:40:0
walk,1:10:40:10
walk,1:10:40:20
walk,1:10:40:30
walk,1:10:40:40
walk,1:10:40:50
walk,1:10:41:0
walk,1:10:41:10
walk,1:10:41:20
walk,1:10:41:30
walk,1:10:41:40
walk,1:10:41:50
walk,1:10:42:0
active,1:10:42:10
active,1:10:42:20
active,1:10:42:30
active,1:10:42:40
active,1:10:42:50
active,1:10:43:0
active,1:10:43:10
active,1:10:43:20
active,1:10:43:30
active,1:10:43:40
active,1:10:43:50
active,1:10:44:0
active,1:10:44:10
active,1:10:44:20
active,1:10:44:30
active,1:10:44:40
active,1:10:44:50
active,1:10:45:0
active,1:10:45:10
active,1:10:45:20
active,1:10:45:30
active,1:10:45:40
active,1:10:45:50
active,1:10:46:0
active,1:10:46:10
active,1:10:46:20
active,1:10:46:30
active,1:10:46:40
active,1:10:46:50
active,1:10:47:0
active,1:10:47:10
active,1:10:47:20
active,1:10:47:30
active,1:10:47:40
active,1:10:47:50
active,1:10:48:0
active,1:10:48:10
active,1:10:48:20
active,1:10:48:30
active,1:10:48:40
active,1:10:48:50
active,1:10:49:0
active,1:10:49:10
active,1:10:49:20
active,1:10:49:30
active,1:10:49:40
active,1:10:49:50
active,1:10:50:0
active,1:10:50:10
active,1:10:50:20
active,1:10:50:30
active,1:10:50:40
active,1:10:50:50
active,1:10:51:0
active,1:10:51:10
active,1:10:51:20
active,1:10:51:30
active,1:10:51:40
active,1:10:51:50
active,1:10:52:0
active,1:10:52:10
active,1:10:52:20
active,1:10:52:30
active,1:10:52:40
active,1:10:52:50
active,1:10:53:0
active,1:10:53:10
active,1:10:53:20
active,1:10:53:30
active,1:10:53:40
active,1:10:53:50
active,1:10:54:0
active,1:10:54:10
active,1:10:54:20
active,1:10:54:30
active,1:10:54:40
active,1:10:54:50
active,1:10:55:0
active,1:10:55:10
active,1:10:55:20
active,1:10:55:30
active,1:10:55:40
active,1:10:55:50
active,1:10:56:0
active,1:10:56:10
active,1:10:56:20
active,1:10:56:30
active,1:10:56:40
active,1:10:56:50
active,1:10:57:0
active,1:10:57:10
active,1:10:57:20
active,1:10:57:30
fall,1:10:57:40
walk,1:10:57:50
walk,1:10:58:0
walk,1:10:58:10
walk,1:10:58:20
walk,1:10:58:30
walk,1:10:58:40
walk,1:10:58:50
walk,1:10:59:0
walk,1:10:59:10
walk,1:10:59:20
walk,1:10:59:30
walk,1:10:59:40
walk,1:10:59:50
walk,1:11:0:0
walk,1:11:0:10
walk,1:11:0:20
walk,1:11:0:30
walk,1:11:0:40
walk,1:11:0:50
walk,1:11:1:0
walk,1:11:1:10
walk,1:11:1:20
walk,1:11:1:30
walk,1:11:1:40
walk,1:11:1:50
walk,1:11:2:0
walk,1:11:2:10
walk,1:11:2:20
walk,1:11:2:30
walk,1:11:2:40
walk,1:11:2:50
walk,1:11:3:0
walk,1:11:3:10
walk,1:11:3:20
walk,1:11:3:30
walk,1:11:3:40
walk,1:11:3:50
walk,1:11:4:0
walk,1:11:4:10
walk,1:11:4:20
walk,1:11:4:30
walk,1:11:4:40
walk,1:11:4:50
walk,1:11:5:0
walk,1:11:5:10
walk,1:11:5:20
walk,1:11:5:30
walk,1:11:5:40
walk,1:11:5:50
walk,1:11:6:0
walk,1:11:6:10
walk,1:11:6:20
walk,1:11:6:30
walk,1:11:6:40
walk,1:11:6:50
walk,1:11:7:0
walk,1:11:7:10
walk,1:11:7:20
walk,1:11:7:30
walk,1:11:7:40
walk,1:11:7:50
walk,1:11:8:0
walk,1:11:8:10
walk,1:11:8:20
walk,1:11:8:30
walk,1:11:8:40
walk,1:11:8:50
walk,1:11:9:0
walk,1:11:9:10
walk,1:11:9:20
walk,1:11:9:30
walk,1:11:9:40
walk,1:11:9:50
walk,1:11:10:0
walk,1:11:10:10
walk,1:11:10:20
walk,1:11:10:30
walk,1:11:10:40
walk,1:11:10:50
walk,1:11:11:0
walk,1:11:11:10
walk,1:11:11:20
walk,1:11:11:30
walk,1:11:11:40
walk,1:11:11:50
walk,1:11:12:0
walk,1:11:12:10
walk,1:11:12:20
walk,1:11:12:30
walk,1:11:12:40
walk,1:11:12:50
walk,1:11:13:0
walk,1:11:13:10
walk,1:11:13:20
walk,1:11:13:30
walk,1:11:13:40
walk,1:11:13:50
walk,1:11:14:0
walk,1:11:14:10
walk,1:11:14:20
walk,1:11:14:30
walk,1:11:14:40
walk,1:11:14:50
walk,1:11:15:0
walk,1:11:15:10
walk,1:11:15:20
walk,1:11:15:30
walk,1:11:15:40
walk,1:11:15:50
walk,1:11:16:0
walk,1:11:16:10
walk,1:11:16:20
walk,1:11:16:30
walk,1:11:16:40
walk,1:11:16:50
walk,1:11:17:0
walk,1:11:17:10
walk,1:11:17:20
walk,1:11:17:30
walk,1:11:17:40
walk,1:11:17:50
rest,1:11:18:0
rest,1:11:18:10
rest,1:11:18:20
rest,1:11:18:30
rest,1:11:18:40
rest,1:11:18:50
rest,1:11:19:0
rest,1:11:19:10
rest,1:11:19:20
rest,1:11:19:30
rest,1:11:19:40
rest,1:11:19:50
rest,1:11:20:0
rest,1:11:20:10
rest,1:11:20:20
rest,1:11:20:30
rest,1:11:20:40
rest,1:11:20:50
rest,1:11:21:0
rest,1:11:21:10
rest,1:11:21:20
rest,1:11:21:30
rest,1:11:21:40
rest,1:11:21:50
rest,1:11:22:0
rest,1:11:22:10
rest,1:11:22:20
rest,1:11:22:30
rest,1:11:22:40
rest,1:11:22:50
rest,1:11:23:0
rest,1:11:23:10
rest,1:11:23:20
rest,1:11:23:30
rest,1:11:23:40
rest,1:11:23:50
rest,1:11:24:0
rest,1:11:24:10
rest,1:11:24:20
rest,1:11:24:30
rest,1:11:24:40
rest,1:11:24:50
rest,1:11:25:0
rest,1:11:25:10
rest,1:11:25:20
rest,1:11:25:30
rest,1:11:25:40
rest,1:11:25:50
rest,1:11:26:0
rest,1:11:26:10
rest,1:11:26:20
rest,1:11:26:30
rest,1:11:26:40
rest,1:11:26:50
rest,1:11:27:0
rest,1:11:27:10
rest,1:11:27:20
rest,1:11:27:30
rest,1:11:27:40
rest,1:11:27:50
rest,1:11:28:0
rest,1:11:28:10
rest,1:11:28:20
rest,1:11:28:30
rest,1:11:28:40
rest,1:11:28:50
rest,1:11:29:0
rest,1:11:29:10
rest,1:11:29:20
rest,1:11:29:30
rest,1:11:29:40
rest,1:11:29:50
rest,1:11:30:0
rest,1:11:30:10
rest,1:11:30:20
rest,1:11:30:30
rest,1:11:30:40
rest,1:11:30:50
rest,1:11:31:0
rest,1:11:31:10
rest,1:11:31:20
rest,1:11:31:30
rest,1:11:31:40
rest,1:11:31:50
rest,1:11:32:0
rest,1:11:32:10
rest,1:11:32:20
rest,1:11:32:30
rest,1:11:32:40
rest,1:11:32:50
rest,1:11:33:0
rest,1:11:33:10
rest,1:11:33:20
rest,1:11:33:30
rest,1:11:33:40
rest,1:11:33:50
rest,1:11:34:0
rest,1:11:34:10
rest,1:11:34:20
rest,1:11:34:30
rest,1:11:34:40
rest,1:11:34:50
rest,1:11:35:0
rest,1:11:35:10
rest,1:11:35:20
rest,1:11:35:30
rest,1:11:35:40
rest,1:11:35:50
rest,1:11:36:0
rest,1:11:36:10
rest,1:11:36:20
rest,1:11:36:30
rest,1:11:36:40
rest,1:11:36:50
rest,1:11:37:0
rest,1:11:37:10
rest,1:11:37:20
rest,1:11:37:30
rest,1:11:37:40
rest,1:11:37:50
rest,1:11:38:0
rest,1:11:38:10
rest,1:11:38:20
rest,1:11:38:30
rest,1:11:38:40
rest,1:11:38:50
rest,1:11:39:0
rest,1:11:39:10
rest,1:11:39:20
rest,1:11:39:30
rest,1:11:39:40
rest,1:11:39:50
rest,1:11:40:0
rest,1:11:40:10
rest,1:11:40:20
rest,1:11:40:30
rest,1:11:40:40
rest,1:11:40:50
rest,1:11:41:0
rest,1:11:41:10
rest,1:11:41:20
rest,1:11:41:30
rest,1:11:41:40
rest,1:11:41:50
rest,1:11:42:0
rest,1:11:42:10
rest,1:11:42:20
rest,1:11:42:30
rest,1:11:42:40
rest,1:11:42:50
rest,1:11:43:0
rest,1:11:43:10
rest,1:11:43:20
rest,1:11:43:30
rest,1:11:43:40
rest,1:11:43:50
rest,1:11:44:0
rest,1:11:44:10
rest,1:11:44:20
rest,1:11:44:30
rest,1:11:44:40
rest,1:11:44:50
rest,1:11:45:0
rest,1:11:45:10
rest,1:11:45:20
rest,1:11:45:30
rest,1:11:45:40
rest,1:11:45:50
rest,1:11:46:0
rest,1:11:46:10
rest,1:11:46:20
rest,1:11:46:30
rest,1:11:46:40
rest,1:11:46:50
rest,1:11:47:0
rest,1:11:47:10
rest,1:11:47:20
rest,1:11:47:30
rest,1:11:47:40
rest,1:11:47:50
rest,1:11:48:0
rest,1:11:48:10
rest,1:11:48:20
rest,1:11:48:30
rest,1:11:48:40
rest,1:11:48:50
rest,1:11:49:0
rest,1:11:49:10
rest,1:11:49:20
rest,1:11:49:30
rest,1:11:49:40
rest,1:11:49:50
rest,1:11:50:0
rest,1:11:50:10
rest,1:11:50:20
rest,1:11:50:30
rest,1:11:50:40
rest,1:11:50:50
rest,1:11:51:0
rest,1:11:51:10
rest,1:11:51:20
rest,1:11:51:30
rest,1:11:51:40
rest,1:11:51:50
rest,1:11:52:0
rest,1:11:52:10
rest,1:11:52:20
rest,1:11:52:30
rest,1:11:52:40
rest,1:11:52:50
rest,1:11:53:0
rest,1:11:53:10
rest,1:11:53:20
rest,1:11:53:30
rest,1:11:53:40
rest,1:11:53:50
rest,1:11:54:0
rest,1:11:54:10
rest,1:11:54:20
rest,1:11:54:30
rest,1:11:54:40
rest,1:11:54:50
rest,1:11:55:0
rest,1:11:55:10
rest,1:11:55:20
rest,1:11:55:30
rest,1:11:55:40
rest,1:11:55:50
rest,1:11:56:0
rest,1:11:56:10
rest,1:11:56:20
rest,1:11:56:30
rest,1:11:56:40
rest,1:11:56:50
rest,1:11:57:0
rest,1:11:57:10
rest,1:11:57:20
rest,1:11:57:30
rest,1:11:57:40
rest,1:11:57:50
rest,1:11:58:0
rest,1:11:58:10
rest,1:11:58:20
rest,1:11:58:30
rest,1:11:58:40
rest,1:11:58:50
rest,1:11:59:0
rest,1:11:59:10
rest,1:11:59:20
rest,1:11:59:30
rest,1:11:59:40
rest,1:11:59:50
rest,1:12:0:0
rest,1:12:0:10
rest,1:12:0:20
rest,1:12:0:30
rest,1:12:0:40
rest,1:12:0:50
rest,1:12:1:0
rest,1:12:1:10
rest,1:12:1:20
rest,1:12:1:30
rest,1:12:1:40
rest,1:12:1:50
rest,1:12:2:0
rest,1:12:2:10
rest,1:12:2:20
rest,1:12:2:30
rest,1:12:2:40
rest,1:12:2:50
rest,1:12:3:0
rest,1:12:3:10
rest,1:12:3:20
rest,1:12:3:30
rest,1:12:3:40
rest,1:12:3:50
rest,1:12:4:0
rest,1:12:4:10
rest,1:12:4:20
rest,1:12:4:30
rest,1:12:4:40
rest,1:12:4:50
rest,1:12:5:0
rest,1:12:5:10
rest,1:12:5:20
rest,1:12:5:30
rest,1:12:5:40
rest,1:12:5:50
rest,1:12:6:0
rest,1:12:6:10
rest,1:12:6:20
rest,1:12:6:30
rest,1:12:6:40
rest,1:12:6:50
rest,1:12:7:0
rest,1:12:7:10
rest,1:12:7:20
rest,1:12:7:30
rest,1:12:7:40
rest,1:12:7:50
rest,1:12:8:0
rest,1:12:8:10
rest,1:12:8:20
rest,1:12:8:30
rest,1:12:8:40
rest,1:12:8:50
rest,1:12:9:0
rest,1:12:9:10
rest,1:12:9:20
rest,1:12:9:30
rest,1:12:9:40
rest,1:12:9:50
rest,1:12:10:0
rest,1:12:10:10
rest,1:12:10:20
rest,1:12:10:30
rest,1:12:10:40
rest,1:12:10:50
rest,1:12:11:0
rest,1:12:11:10
rest,1:12:11:20
rest,1:12:11:30
rest,1:12:11:40
rest,1:12:11:50
rest,1:12:12:0
rest,1:12:12:10
rest,1:12:12:20
rest,1:12:12:30
rest,1:12:12:40
rest,1:12:12:50
rest,1:12:13:0
rest,1:12:13:10
rest,1:12:13:20
rest,1:12:13:30
rest,1:12:13:40
rest,1:12:13:50
rest,1:12:14:0
rest,1:12:14:10
rest,1:12:14:20
rest,1:12:14:30
rest,1:12:14:40
rest,1:12:14:50
rest,1:12:15:0
rest,1:12:15:10
rest,1:12:15:20
rest,1:12:15:30
rest,1:12:15:40
rest,1:12:15:50
rest,1:12:16:0
rest,1:12:16:10
rest,1:12:16:20
rest,1:12:16:30
rest,1:12:16:40
rest,1:12:16:50
rest,1:12:17:0
rest,1:12:17:10
rest,1:12:17:20
rest,1:12:17:30
rest,1:12:17:40
rest,1:12:17:50
rest,1:12:18:0
rest,1:12:18:10
rest,1:12:18:20
rest,1:12:18:30
rest,1:12:18:40
rest,1:12:18:50
rest,1:12:19:0
rest,1:12:19:10
rest,1:12:19:20
rest,1:12:19:30
rest,1:12:19:40
rest,1:12:19:50
rest,1:12:20:0
rest,1:12:20:10
rest,1:12:20:20
rest,1:12:20:30
rest,1:12:20:40
rest,1:12:20:50
rest,1:12:21:0
rest,1:12:21:10
rest,1:12:21:20
rest,1:12:21:30
rest,1:12:21:40
rest,1:12:21:50
rest,1:12:22:0
rest,1:12:22:10
rest,1:12:22:20
rest,1:12:22:30
rest,1:12:22:40
rest,1:12:22:50
rest,1:12:23:0
rest,1:12:23:10
rest,1:12:23:20
rest,1:12:23:30
rest,1:12:23:40
rest,1:12:23:50
rest,1:12:24:0
rest,1:12:24:10
rest,1:12:24:20
rest,1:12:24:30
rest,1:12:24:40
rest,1:12:24:50
rest,1:12:25:0
rest,1:12:25:10
rest,1:12:25:20
rest,1:12:25:30
rest,1:12:25:40
rest,1:12:25:50
rest,1:12:26:0
rest,1:12:26:10
rest,1:12:26:20
rest,1:12:26:30
rest,1:12:26:40
rest,1:12:26:50
rest,1:12:27:0
rest,1:12:27:10
rest,1:12:27:20
rest,1:12:27:30
rest,1:12:27:40
rest,1:12:27:50
rest,1:12:28:0
rest,1:12:28:10
rest,1:12:28:20
rest,1:12:28:30
rest,1:12:28:40
rest,1:12:28:50
rest,1:12:29:0
rest,1:12:29:10
rest,1:12:29:20
rest,1:12:29:30
rest,1:12:29:40
rest,1:12:29:50
rest,1:12:30:0
rest,1:12:30:10
rest,1:12:30:20
rest,1:12:30:30
rest,1:12:30:40
rest,1:12:30:50
rest,1:12:31:0
rest,1:12:31:10
rest,1:12:31:20
rest,1:12:31:30
rest,1:12:31:40
rest,1:12:31:50
rest,1:12:32:0
rest,1:12:32:10
rest,1:12:32:20
rest,1:12:32:30
rest,1:12:32:40
rest,1:12:32:50
walk,1:12:33:0
walk,1:12:33:10
walk,1:12:33:20
walk,1:12:33:30
walk,1:12:33:40
walk,1:12:33:50
walk,1:12:34:0
walk,1:12:34:10
walk,1:12:34:20
walk,1:12:34:30
walk,1:12:34:40
walk,1:12:34:50
walk,1:12:35:0
walk,1:12:35:10
walk,1:12:35:20
walk,1:12:35:30
walk,1:12:35:40
walk,1:12:35:50
walk,1:12:36:0
walk,1:12:36:10
walk,1:12:36:20
walk,1:12:36:30
walk,1:12:36:40
walk,1:12:36:50
walk,1:12:37:0
walk,1:12:37:10
walk,1:12:37:20
walk,1:12:37:30
walk,1:12:37:40
walk,1:12:37:50
walk,1:12:38:0
walk,1:12:38:10
walk,1:12:38:20
walk,1:12:38:30
walk,1:12:38:40
walk,1:12:38:50
walk,1:12:39:0
walk,1:12:39:10
walk,1:12:39:20
walk,1:12:39:30
walk,1:12:39:40
walk,1:12:39:50
walk,1:12:40:0
walk,1:12:40:10
walk,1:12:40:20
walk,1:12:40:30
walk,1:12:40:40
walk,1:12:40:50
walk,1:12:41:0
walk,1:12:41:10
walk,1:12:41:20
walk,1:12:41:30
walk,1:12:41:40
walk,1:12:41:50
walk,1:12:42:0
walk,1:12:42:10
walk,1:12:42:20
rest,1:12:42:30
rest,1:12:42:40
rest,1:12:42:50
rest,1:12:43:0
rest,1:12:43:10
rest,1:12:43:20
rest,1:12:43:30
rest,1:12:43:40
rest,1:12:43:50
rest,1:12:44:0
rest,1:12:44:10
rest,1:12:44:20
rest,1:12:44:30
rest,1:12:44:40
rest,1:12:44:50
rest,1:12:45:0
rest,1:12:45:10
rest,1:12:45:20
rest,1:12:45:30
rest,1:12:45:40
rest,1:12:45:50
rest,1:12:46:0
rest,1:12:46:10
rest,1:12:46:20
rest,1:12:46:30
rest,1:12:46:40
rest,1:12:46:50
rest,1:12:47:0
rest,1:12:47:10
rest,1:12:47:20
rest,1:12:47:30
rest,1:12:47:40
rest,1:12:47:50
rest,1:12:48:0
rest,1:12:48:10
rest,1:12:48:20
rest,1:12:48:30
rest,1:12:48:40
rest,1:12:48:50
rest,1:12:49:0
rest,1:12:49:10
rest,1:12:49:20
rest,1:12:49:30
rest,1:12:49:40
rest,1:12:49:50
rest,1:12:50:0
rest,1:12:50:10
rest,1:12:50:20
rest,1:12:50:30
rest,1:12:50:40
rest,1:12:50:50
rest,1:12:51:0
rest,1:12:51:10
rest,1:12:51:20
rest,1:12:51:30
rest,1:12:51:40
rest,1:12:51:50
rest,1:12:52:0
rest,1:12:52:10
rest,1:12:52:20
rest,1:12:52:30
rest,1:12:52:40
rest,1:12:52:50
rest,1:12:53:0
rest,1:12:53:10
rest,1:12:53:20
rest,1:12:53:30
rest,1:12:53:40
rest,1:12:53:50
rest,1:12:54:0
rest,1:12:54:10
rest,1:12:54:20
rest,1:12:54:30
rest,1:12:54:40
rest,1:12:54:50
rest,1:12:55:0
rest,1:12:55:10
rest,1:12:55:20
rest,1:12:55:30
rest,1:12:55:40
rest,1:12:55:50
rest,1:12:56:0
rest,1:12:56:10
rest,1:12:56:20
rest,1:12:56:30
rest,1:12:56:40
rest,1:12:56:50
rest,1:12:57:0
rest,1:12:57:10
rest,1:12:57:20
rest,1:12:57:30
rest,1:12:57:40
rest,1:12:57:50
rest,1:12:58:0
rest,1:12:58:10
rest,1:12:58:20
rest,1:12:58:30
rest,1:12:58:40
rest,1:12:58:50
rest,1:12:59:0
rest,1:12:59:10
rest,1:12:59:20
rest,1:12:59:30
rest,1:12:59:40
rest,1:12:59:50
rest,1:13:0:0
rest,1:13:0:10
rest,1:13:0:20
rest,1:13:0:30
rest,1:13:0:40
rest,1:13:0:50
rest,1:13:1:0
rest,1:13:1:10
rest,1:13:1:20
rest,1:13:1:30
rest,1:13:1:40
rest,1:13:1:50
rest,1:13:2:0
rest,1:13:2:10
rest,1:13:2:20
rest,1:13:2:30
rest,1:13:2:40
rest,1:13:2:50
rest,1:13:3:0
rest,1:13:3:10
rest,1:13:3:20
rest,1:13:3:30
rest,1:13:3:40
rest,1:13:3:50
rest,1:13:4:0
rest,1:13:4:10
rest,1:13:4:20
rest,1:13:4:30
rest,1:13:4:40
rest,1:13:4:50
rest,1:13:5:0
rest,1:13:5:10
rest,1:13:5:20
rest,1:13:5:30
rest,1:13:5:40
rest,1:13:5:50
rest,1:13:6:0
rest,1:13:6:10
rest,1:13:6:20
rest,1:13:6:30
rest,1:13:6:40
rest,1:13:6:50
rest,1:13:7:0
rest,1:13:7:10
rest,1:13:7:20
rest,1:13:7:30
rest,1:13:7:40
rest,1:13:7:50
rest,1:13:8:0
rest,1:13:8:10
rest,1:13:8:20
rest,1:13:8:30
rest,1:13:8:40
rest,1:13:8:50
rest,1:13:9:0
rest,1:13:9:10
rest,1:13:9:20
rest,1:13:9:30
rest,1:13:9:40
rest,1:13:9:50
rest,1:13:10:0
rest,1:13:10:10
rest,1:13:10:20
rest,1:13:10:30
rest,1:13:10:40
rest,1:13:10:50
rest,1:13:11:0
rest,1:13:11:10
rest,1:13:11:20
rest,1:13:11:30
rest,1:13:11:40
rest,1:13:11:50
rest,1:13:12:0
rest,1:13:12:10
rest,1:13:12:20
rest,1:13:12:30
rest,1:13:12:40
rest,1:13:12:50
rest,1:13:13:0
rest,1:13:13:10
rest,1:13:13:20
rest,1:13:13:30
rest,1:13:13:40
rest,1:13:13:50
rest,1:13:14:0
rest,1:13:14:10
rest,1:13:14:20
rest,1:13:14:30
rest,1:13:14:40
rest,1:13:14:50
rest,1:13:15:0
rest,1:13:15:10
rest,1:13:15:20
rest,1:13:15:30
rest,1:13:15:40
rest,1:13:15:50
rest,1:13:16:0
rest,1:13:16:10
rest,1:13:16:20
rest,1:13:16:30
rest,1:13:16:40
rest,1:13:16:50
rest,1:13:17:0
rest,1:13:17:10
rest,1:13:17:20
rest,1:13:17:30
rest,1:13:17:40
rest,1:13:17:50
rest,1:13:18:0
rest,1:13:18:10
rest,1:13:18:20
rest,1:13:18:30
rest,1:13:18:40
rest,1:13:18:50
rest,1:13:19:0
rest,1:13:19:10
rest,1:13:19:20
rest,1:13:19:30
rest,1:13:19:40
rest,1:13:19:50
rest,1:13:20:0
rest,1:13:20:10
rest,1:13:20:20
rest,1:13:20:30
rest,1:13:20:40
rest,1:13:20:50
rest,1:13:21:0
rest,1:13:21:10
rest,1:13:21:20
rest,1:13:21:30
rest,1:13:21:40
rest,1:13:21:50
rest,1:13:22:0
rest,1:13:22:10
rest,1:13:22:20
rest,1:13:22:30
rest,1:13:22:40
rest,1:13:22:50
rest,1:13:23:0
rest,1:13:23:10
rest,1:13:23:20
rest,1:13:23:30
rest,1:13:23:40
rest,1:13:23:50
rest,1:13:24:0
rest,1:13:24:10
rest,1:13:24:20
rest,1:13:24:30
rest,1:13:24:40
rest,1:13:24:50
rest,1:13:25:0
rest,1:13:25:10
rest,1:13:25:20
rest,1:13:25:30
rest,1:13:25:40
rest,1:13:25:50
rest,1:13:26:0
rest,1:13:26:10
rest,1:13:26:20
rest,1:13:26:30
rest,1:13:26:40
rest,1:13:26:50
rest,1:13:27:0
rest,1:13:27:10
rest,1:13:27:20
rest,1:13:27:30
rest,1:13:27:40
rest,1:13:27:50
rest,1:13:28:0
rest,1:13:28:10
rest,1:13:28:20
rest,1:13:28:30
rest,1:13:28:40
rest,1:13:28:50
rest,1:13:29:0
rest,1:13:29:10
rest,1:13:29:20
rest,1:13:29:30
rest,1:13:29:40
rest,1:13:29:50
rest,1:13:30:0
rest,1:13:30:10
rest,1:13:30:20
rest,1:13:30:30
rest,1:13:30:40
rest,1:13:30:50
rest,1:13:31:0
rest,1:13:31:10
rest,1:13:31:20
rest,1:13:31:30
rest,1:13:31:40
rest,1:13:31:50
rest,1:13:32:0
rest,1:13:32:10
rest,1:13:32:20
rest,1:13:32:30
rest,1:13:32:40
rest,1:13:32:50
rest,1:13:33:0
rest,1:13:33:10
rest,1:13:33:20
rest,1:13:33:30
rest,1:13:33:40
rest,1:13:33:50
rest,1:13:34:0
rest,1:13:34:10
rest,1:13:34:20
rest,1:13:34:30
rest,1:13:34:40
rest,1:13:34:50
rest,1:13:35:0
rest,1:13:35:10
rest,1:13:35:20
rest,1:13:35:30
rest,1:13:35:40
rest,1:13:35:50
rest,1:13:36:0
rest,1:13:36:10
rest,1:13:36:20
rest,1:13:36:30
rest,1:13:36:40
rest,1:13:36:50
rest,1:13:37:0
rest,1:13:37:10
rest,1:13:37:20
rest,1:13:37:30
rest,1:13:37:40
rest,1:13:37:50
rest,1:13:38:0
rest,1:13:38:10
rest,1:13:38:20
rest,1:13:38:30
rest,1:13:38:40
rest,1:13:38:50
rest,1:13:39:0
rest,1:13:39:10
rest,1:13:39:20
rest,1:13:39:30
rest,1:13:39:40
rest,1:13:39:50
rest,1:13:40:0
rest,1:13:40:10
rest,1:13:40:20
rest,1:13:40:30
rest,1:13:40:40
rest,1:13:40:50
rest,1:13:41:0
rest,1:13:41:10
rest,1:13:41:20
rest,1:13:41:30
rest,1:13:41:40
rest,1:13:41:50
rest,1:13:42:0
rest,1:13:42:10
rest,1:13:42:20
rest,1:13:42:30
rest,1:13:42:40
rest,1:13:42:50
rest,1:13:43:0
rest,1:13:43:10
rest,1:13:43:20
rest,1:13:43:30
rest,1:13:43:40
rest,1:13:43:50
rest,1:13:44:0
rest,1:13:44:10
rest,1:13:44:20
rest,1:13:44:30
rest,1:13:44:40
rest,1:13:44:50
rest,1:13:45:0
rest,1:13:45:10
rest,1:13:45:20
rest,1:13:45:30
rest,1:13:45:40
rest,1:13:45:50
rest,1:13:46:0
rest,1:13:46:10
rest,1:13:46:20
rest,1:13:46:30
rest,1:13:46:40
rest,1:13:46:50
rest,1:13:47:0
rest,1:13:47:10
rest,1:13:47:20
rest,1:13:47:30
rest,1:13:47:40
rest,1:13:47:50
rest,1:13:48:0
rest,1:13:48:10
rest,1:13:48:20
walk,1:13:48:30
walk,1:13:48:40
walk,1:13:48:50
walk,1:13:49:0
walk,1:13:49:10
walk,1:13:49:20
walk,1:13:49:30
walk,1:13:49:40
walk,1:13:49:50
walk,1:13:50:0
walk,1:13:50:10
walk,1:13:50:20
walk,1:13:50:30
walk,1:13:50:40
walk,1:13:50:50
walk,1:13:51:0
walk,1:13:51:10
walk,1:13:51:20
walk,1:13:51:30
walk,1:13:51:40
walk,1:13:51:50
walk,1:13:52:0
walk,1:13:52:10
walk,1:13:52:20
walk,1:13:52:30
walk,1:13:52:40
walk,1:13:52:50
walk,1:13:53:0
walk,1:13:53:10
walk,1:13:53:20
walk,1:13:53:30
walk,1:13:53:40
walk,1:13:53:50
walk,1:13:54:0
walk,1:13:54:10
walk,1:13:54:20
walk,1:13:54:30
walk,1:13:54:40
walk,1:13:54:50
walk,1:13:55:0
walk,1:13:55:10
walk,1:13:55:20
walk,1:13:55:30
walk,1:13:55:40
walk,1:13:55:50
walk,1:13:56:0
walk,1:13:56:10
walk,1:13:56:20
walk,1:13:56:30
walk,1:13:56:40
walk,1:13:56:50
walk,1:13:57:0
walk,1:13:57:10
walk,1:13:57:20
walk,1:13:57:30
