sitution,time
rest,2:1:41:30
rest,2:1:41:40
rest,2:1:41:50
rest,2:1:42:0
rest,2:1:42:10
rest,2:1:42:20
rest,2:1:42:30
rest,2:1:42:40
rest,2:1:42:50
rest,2:1:43:0
rest,2:1:43:10
rest,2:1:43:20
rest,2:1:43:30
rest,2:1:43:40
rest,2:1:43:50
rest,2:1:44:0
rest,2:1:44:10
rest,2:1:44:20
rest,2:1:44:30
rest,2:1:44:40
rest,2:1:44:50
rest,2:1:45:0
rest,2:1:45:10
rest,2:1:45:20
rest,2:1:45:30
rest,2:1:45:40
rest,2:1:45:50
rest,2:1:46:0
rest,2:1:46:10
rest,2:1:46:20
rest,2:1:46:30
rest,2:1:46:40
rest,2:1:46:50
rest,2:1:47:0
rest,2:1:47:10
rest,2:1:47:20
rest,2:1:47:30
rest,2:1:47:40
rest,2:1:47:50
rest,2:1:48:0
rest,2:1:48:10
rest,2:1:48:20
rest,2:1:48:30
rest,2:1:48:40
rest,2:1:48:50
rest,2:1:49:0
rest,2:1:49:10
rest,2:1:49:20
rest,2:1:49:30
rest,2:1:49:40
rest,2:1:49:50
rest,2:1:50:0
rest,2:1:50:10
rest,2:1:50:20
rest,2:1:50:30
rest,2:1:50:40
rest,2:1:50:50
rest,2:1:51:0
rest,2:1:51:10
rest,2:1:51:20
rest,2:1:51:30
rest,2:1:51:40
rest,2:1:51:50
rest,2:1:52:0
rest,2:1:52:10
rest,2:1:52:20
rest,2:1:52:30
rest,2:1:52:40
rest,2:1:52:50
rest,2:1:53:0
rest,2:1:53:10
rest,2:1:53:20
rest,2:1:53:30
rest,2:1:53:40
rest,2:1:53:50
rest,2:1:54:0
rest,2:1:54:10
rest,2:1:54:20
rest,2:1:54:30
rest,2:1:54:40
rest,2:1:54:50
rest,2:1:55:0
rest,2:1:55:10
rest,2:1:55:20
rest,2:1:55:30
rest,2:1:55:40
rest,2:1:55:50
rest,2:1:56:0
rest,2:1:56:10
rest,2:1:56:20
rest,2:1:56:30
rest,2:1:56:40
rest,2:1:56:50
rest,2:1:57:0
rest,2:1:57:10
rest,2:1:57:20
rest,2:1:57:30
rest,2:1:57:40
rest,2:1:57:50
rest,2:1:58:0
rest,2:1:58:10
rest,2:1:58:20
rest,2:1:58:30
rest,2:1:58:40
rest,2:1:58:50
rest,2:1:59:0
rest,2:1:59:10
rest,2:1:59:20
rest,2:1:59:30
rest,2:1:59:40
rest,2:1:59:50
rest,2:2:0:0
rest,2:2:0:10
rest,2:2:0:20
rest,2:2:0:30
rest,2:2:0:40
rest,2:2:0:50
rest,2:2:1:0
rest,2:2:1:10
rest,2:2:1:20
rest,2:2:1:30
rest,2:2:1:40
rest,2:2:1:50
rest,2:2:2:0
rest,2:2:2:10
rest,2:2:2:20
rest,2:2:2:30
rest,2:2:2:40
rest,2:2:2:50
rest,2:2:3:0
rest,2:2:3:10
rest,2:2:3:20
rest,2:2:3:30
rest,2:2:3:40
rest,2:2:3:50
rest,2:2:4:0
rest,2:2:4:10
rest,2:2:4:20
rest,2:2:4:30
rest,2:2:4:40
rest,2:2:4:50
rest,2:2:5:0
rest,2:2:5:10
rest,2:2:5:20
rest,2:2:5:30
rest,2:2:5:40
rest,2:2:5:50
rest,2:2:6:0
rest,2:2:6:10
rest,2:2:6:20
rest,2:2:6:30
rest,2:2:6:40
rest,2:2:6:50
rest,2:2:7:0
rest,2:2:7:10
rest,2:2:7:20
rest,2:2:7:30
rest,2:2:7:40
rest,2:2:7:50
rest,2:2:8:0
rest,2:2:8:10
rest,2:2:8:20
rest,2:2:8:30
rest,2:2:8:40
rest,2:2:8:50
rest,2:2:9:0
rest,2:2:9:10
rest,2:2:9:20
rest,2:2:9:30
rest,2:2:9:40
rest,2:2:9:50
rest,2:2:10:0
rest,2:2:10:10
rest,2:2:10:20
rest,2:2:10:30
rest,2:2:10:40
rest,2:2:10:50
rest,2:2:11:0
rest,2:2:11:10
rest,2:2:11:20
rest,2:2:11:30
rest,2:2:11:40
rest,2:2:11:50
rest,2:2:12:0
rest,2:2:12:10
rest,2:2:12:20
rest,2:2:12:30
rest,2:2:12:40
rest,2:2:12:50
rest,2:2:13:0
rest,2:2:13:10
rest,2:2:13:20
rest,2:2:13:30
rest,2:2:13:40
rest,2:2:13:50
rest,2:2:14:0
rest,2:2:14:10
rest,2:2:14:20
rest,2:2:14:30
rest,2:2:14:40
rest,2:2:14:50
rest,2:2:15:0
rest,2:2:15:10
rest,2:2:15:20
rest,2:2:15:30
rest,2:2:15:40
rest,2:2:15:50
rest,2:2:16:0
rest,2:2:16:10
rest,2:2:16:20
rest,2:2:16:30
rest,2:2:16:40
rest,2:2:16:50
rest,2:2:17:0
rest,2:2:17:10
rest,2:2:17:20
rest,2:2:17:30
rest,2:2:17:40
rest,2:2:17:50
rest,2:2:18:0
rest,2:2:18:10
rest,2:2:18:20
rest,2:2:18:30
rest,2:2:18:40
rest,2:2:18:50
rest,2:2:19:0
rest,2:2:19:10
rest,2:2:19:20
rest,2:2:19:30
rest,2:2:19:40
rest,2:2:19:50
rest,2:2:20:0
rest,2:2:20:10
rest,2:2:20:20
rest,2:2:20:30
rest,2:2:20:40
rest,2:2:20:50
rest,2:2:21:0
rest,2:2:21:10
rest,2:2:21:20
rest,2:2:21:30
rest,2:2:21:40
rest,2:2:21:50
rest,2:2:22:0
rest,2:2:22:10
rest,2:2:22:20
rest,2:2:22:30
rest,2:2:22:40
rest,2:2:22:50
rest,2:2:23:0
rest,2:2:23:10
rest,2:2:23:20
rest,2:2:23:30
rest,2:2:23:40
rest,2:2:23:50
rest,2:2:24:0
rest,2:2:24:10
rest,2:2:24:20
rest,2:2:24:30
rest,2:2:24:40
rest,2:2:24:50
rest,2:2:25:0
rest,2:2:25:10
rest,2:2:25:20
rest,2:2:25:30
rest,2:2:25:40
rest,2:2:25:50
rest,2:2:26:0
rest,2:2:26:10
rest,2:2:26:20
rest,2:2:26:30
rest,2:2:26:40
rest,2:2:26:50
rest,2:2:27:0
rest,2:2:27:10
rest,2:2:27:20
rest,2:2:27:30
rest,2:2:27:40
rest,2:2:27:50
rest,2:2:28:0
rest,2:2:28:10
rest,2:2:28:20
rest,2:2:28:30
rest,2:2:28:40
rest,2:2:28:50
rest,2:2:29:0
rest,2:2:29:10
rest,2:2:29:20
rest,2:2:29:30
rest,2:2:29:40
rest,2:2:29:50
rest,2:2:30:0
rest,2:2:30:10
rest,2:2:30:20
rest,2:2:30:30
rest,2:2:30:40
rest,2:2:30:50
rest,2:2:31:0
rest,2:2:31:10
rest,2:2:31:20
rest,2:2:31:30
rest,2:2:31:40
rest,2:2:31:50
rest,2:2:32:0
rest,2:2:32:10
rest,2:2:32:20
rest,2:2:32:30
rest,2:2:32:40
rest,2:2:32:50
rest,2:2:33:0
rest,2:2:33:10
rest,2:2:33:20
rest,2:2:33:30
rest,2:2:33:40
rest,2:2:33:50
rest,2:2:34:0
rest,2:2:34:10
rest,2:2:34:20
rest,2:2:34:30
rest,2:2:34:40
rest,2:2:34:50
rest,2:2:35:0
rest,2:2:35:10
rest,2:2:35:20
rest,2:2:35:30
rest,2:2:35:40
rest,2:2:35:50
rest,2:2:36:0
rest,2:2:36:10
rest,2:2:36:20
rest,2:2:36:30
rest,2:2:36:40
rest,2:2:36:50
rest,2:2:37:0
rest,2:2:37:10
rest,2:2:37:20
rest,2:2:37:30
rest,2:2:37:40
rest,2:2:37:50
rest,2:2:38:0
rest,2:2:38:10
rest,2:2:38:20
rest,2:2:38:30
rest,2:2:38:40
rest,2:2:38:50
rest,2:2:39:0
rest,2:2:39:10
rest,2:2:39:20
rest,2:2:39:30
rest,2:2:39:40
rest,2:2:39:50
rest,2:2:40:0
rest,2:2:40:10
rest,2:2:40:20
rest,2:2:40:30
rest,2:2:40:40
rest,2:2:40:50
rest,2:2:41:0
rest,2:2:41:10
rest,2:2:41:20
rest,2:2:41:30
rest,2:2:41:40
rest,2:2:41:50
rest,2:2:42:0
rest,2:2:42:10
rest,2:2:42:20
rest,2:2:42:30
rest,2:2:42:40
rest,2:2:42:50
rest,2:2:43:0
rest,2:2:43:10
rest,2:2:43:20
rest,2:2:43:30
rest,2:2:43:40
rest,2:2:43:50
rest,2:2:44:0
rest,2:2:44:10
rest,2:2:44:20
rest,2:2:44:30
rest,2:2:44:40
rest,2:2:44:50
rest,2:2:45:0
rest,2:2:45:10
rest,2:2:45:20
rest,2:2:45:30
rest,2:2:45:40
rest,2:2:45:50
rest,2:2:46:0
rest,2:2:46:10
rest,2:2:46:20
rest,2:2:46:30
rest,2:2:46:40
rest,2:2:46:50
rest,2:2:47:0
rest,2:2:47:10
rest,2:2:47:20
rest,2:2:47:30
rest,2:2:47:40
rest,2:2:47:50
rest,2:2:48:0
rest,2:2:48:10
rest,2:2:48:20
rest,2:2:48:30
rest,2:2:48:40
rest,2:2:48:50
rest,2:2:49:0
rest,2:2:49:10
rest,2:2:49:20
rest,2:2:49:30
rest,2:2:49:40
rest,2:2:49:50
rest,2:2:50:0
rest,2:2:50:10
rest,2:2:50:20
rest,2:2:50:30
rest,2:2:50:40
rest,2:2:50:50
rest,2:2:51:0
rest,2:2:51:10
rest,2:2:51:20
rest,2:2:51:30
rest,2:2:51:40
rest,2:2:51:50
rest,2:2:52:0
rest,2:2:52:10
rest,2:2:52:20
rest,2:2:52:30
rest,2:2:52:40
rest,2:2:52:50
rest,2:2:53:0
rest,2:2:53:10
rest,2:2:53:20
rest,2:2:53:30
rest,2:2:53:40
rest,2:2:53:50
rest,2:2:54:0
rest,2:2:54:10
rest,2:2:54:20
rest,2:2:54:30
rest,2:2:54:40
rest,2:2:54:50
rest,2:2:55:0
rest,2:2:55:10
rest,2:2:55:20
rest,2:2:55:30
rest,2:2:55:40
rest,2:2:55:50
rest,2:2:56:0
rest,2:2:56:10
rest,2:2:56:20
rest,2:2:56:30
rest,2:2:56:40
rest,2:2:56:50
rest,2:2:57:0
rest,2:2:57:10
rest,2:2:57:20
rest,2:2:57:30
rest,2:2:57:40
rest,2:2:57:50
rest,2:2:58:0
rest,2:2:58:10
rest,2:2:58:20
rest,2:2:58:30
rest,2:2:58:40
rest,2:2:58:50
rest,2:2:59:0
rest,2:2:59:10
rest,2:2:59:20
rest,2:2:59:30
rest,2:2:59:40
rest,2:2:59:50
rest,2:3:0:0
rest,2:3:0:10
rest,2:3:0:20
rest,2:3:0:30
rest,2:3:0:40
rest,2:3:0:50
rest,2:3:1:0
rest,2:3:1:10
rest,2:3:1:20
rest,2:3:1:30
rest,2:3:1:40
rest,2:3:1:50
rest,2:3:2:0
rest,2:3:2:10
rest,2:3:2:20
rest,2:3:2:30
rest,2:3:2:40
rest,2:3:2:50
rest,2:3:3:0
rest,2:3:3:10
rest,2:3:3:20
rest,2:3:3:30
rest,2:3:3:40
rest,2:3:3:50
rest,2:3:4:0
rest,2:3:4:10
rest,2:3:4:20
rest,2:3:4:30
rest,2:3:4:40
rest,2:3:4:50
rest,2:3:5:0
rest,2:3:5:10
rest,2:3:5:20
rest,2:3:5:30
rest,2:3:5:40
rest,2:3:5:50
rest,2:3:6:0
rest,2:3:6:10
rest,2:3:6:20
rest,2:3:6:30
rest,2:3:6:40
rest,2:3:6:50
rest,2:3:7:0
rest,2:3:7:10
rest,2:3:7:20
rest,2:3:7:30
rest,2:3:7:40
rest,2:3:7:50
rest,2:3:8:0
rest,2:3:8:10
rest,2:3:8:20
rest,2:3:8:30
rest,2:3:8:40
rest,2:3:8:50
rest,2:3:9:0
rest,2:3:9:10
rest,2:3:9:20
rest,2:3:9:30
rest,2:3:9:40
rest,2:3:9:50
rest,2:3:10:0
rest,2:3:10:10
rest,2:3:10:20
rest,2:3:10:30
rest,2:3:10:40
rest,2:3:10:50
rest,2:3:11:0
rest,2:3:11:10
rest,2:3:11:20
rest,2:3:11:30
rest,2:3:11:40
rest,2:3:11:50
rest,2:3:12:0
rest,2:3:12:10
rest,2:3:12:20
rest,2:3:12:30
rest,2:3:12:40
rest,2:3:12:50
rest,2:3:13:0
rest,2:3:13:10
rest,2:3:13:20
rest,2:3:13:30
rest,2:3:13:40
rest,2:3:13:50
rest,2:3:14:0
rest,2:3:14:10
rest,2:3:14:20
rest,2:3:14:30
rest,2:3:14:40
rest,2:3:14:50
rest,2:3:15:0
rest,2:3:15:10
rest,2:3:15:20
rest,2:3:15:30
rest,2:3:15:40
rest,2:3:15:50
rest,2:3:16:0
rest,2:3:16:10
rest,2:3:16:20
rest,2:3:16:30
rest,2:3:16:40
rest,2:3:16:50
rest,2:3:17:0
rest,2:3:17:10
rest,2:3:17:20
rest,2:3:17:30
rest,2:3:17:40
rest,2:3:17:50
rest,2:3:18:0
rest,2:3:18:10
rest,2:3:18:20
rest,2:3:18:30
rest,2:3:18:40
rest,2:3:18:50
rest,2:3:19:0
rest,2:3:19:10
rest,2:3:19:20
rest,2:3:19:30
rest,2:3:19:40
rest,2:3:19:50
rest,2:3:20:0
rest,2:3:20:10
rest,2:3:20:20
rest,2:3:20:30
rest,2:3:20:40
rest,2:3:20:50
rest,2:3:21:0
rest,2:3:21:10
rest,2:3:21:20
rest,2:3:21:30
rest,2:3:21:40
rest,2:3:21:50
rest,2:3:22:0
rest,2:3:22:10
rest,2:3:22:20
rest,2:3:22:30
rest,2:3:22:40
rest,2:3:22:50
rest,2:3:23:0
rest,2:3:23:10
rest,2:3:23:20
rest,2:3:23:30
rest,2:3:23:40
rest,2:3:23:50
rest,2:3:24:0
rest,2:3:24:10
rest,2:3:24:20
rest,2:3:24:30
rest,2:3:24:40
rest,2:3:24:50
rest,2:3:25:0
rest,2:3:25:10
rest,2:3:25:20
rest,2:3:25:30
rest,2:3:25:40
rest,2:3:25:50
rest,2:3:26:0
rest,2:3:26:10
rest,2:3:26:20
rest,2:3:26:30
rest,2:3:26:40
rest,2:3:26:50
rest,2:3:27:0
rest,2:3:27:10
rest,2:3:27:20
rest,2:3:27:30
rest,2:3:27:40
rest,2:3:27:50
rest,2:3:28:0
rest,2:3:28:10
rest,2:3:28:20
rest,2:3:28:30
rest,2:3:28:40
rest,2:3:28:50
rest,2:3:29:0
rest,2:3:29:10
rest,2:3:29:20
rest,2:3:29:30
rest,2:3:29:40
rest,2:3:29:50
rest,2:3:30:0
rest,2:3:30:10
rest,2:3:30:20
rest,2:3:30:30
rest,2:3:30:40
rest,2:3:30:50
rest,2:3:31:0
rest,2:3:31:10
rest,2:3:31:20
rest,2:3:31:30
rest,2:3:31:40
rest,2:3:31:50
rest,2:3:32:0
rest,2:3:32:10
rest,2:3:32:20
rest,2:3:32:30
rest,2:3:32:40
rest,2:3:32:50
rest,2:3:33:0
rest,2:3:33:10
rest,2:3:33:20
rest,2:3:33:30
rest,2:3:33:40
rest,2:3:33:50
rest,2:3:34:0
rest,2:3:34:10
rest,2:3:34:20
rest,2:3:34:30
rest,2:3:34:40
rest,2:3:34:50
rest,2:3:35:0
rest,2:3:35:10
rest,2:3:35:20
rest,2:3:35:30
rest,2:3:35:40
rest,2:3:35:50
rest,2:3:36:0
rest,2:3:36:10
rest,2:3:36:20
rest,2:3:36:30
rest,2:3:36:40
rest,2:3:36:50
rest,2:3:37:0
rest,2:3:37:10
rest,2:3:37:20
rest,2:3:37:30
rest,2:3:37:40
rest,2:3:37:50
rest,2:3:38:0
rest,2:3:38:10
rest,2:3:38:20
rest,2:3:38:30
rest,2:3:38:40
rest,2:3:38:50
rest,2:3:39:0
rest,2:3:39:10
rest,2:3:39:20
rest,2:3:39:30
rest,2:3:39:40
rest,2:3:39:50
rest,2:3:40:0
rest,2:3:40:10
rest,2:3:40:20
rest,2:3:40:30
rest,2:3:40:40
rest,2:3:40:50
rest,2:3:41:0
rest,2:3:41:10
rest,2:3:41:20
rest,2:3:41:30
rest,2:3:41:40
rest,2:3:41:50
rest,2:3:42:0
rest,2:3:42:10
rest,2:3:42:20
rest,2:3:42:30
rest,2:3:42:40
rest,2:3:42:50
rest,2:3:43:0
rest,2:3:43:10
rest,2:3:43:20
rest,2:3:43:30
rest,2:3:43:40
rest,2:3:43:50
rest,2:3:44:0
rest,2:3:44:10
rest,2:3:44:20
rest,2:3:44:30
rest,2:3:44:40
rest,2:3:44:50
rest,2:3:45:0
rest,2:3:45:10
rest,2:3:45:20
rest,2:3:45:30
rest,2:3:45:40
rest,2:3:45:50
rest,2:3:46:0
rest,2:3:46:10
rest,2:3:46:20
rest,2:3:46:30
rest,2:3:46:40
rest,2:3:46:50
rest,2:3:47:0
rest,2:3:47:10
rest,2:3:47:20
rest,2:3:47:30
rest,2:3:47:40
rest,2:3:47:50
rest,2:3:48:0
rest,2:3:48:10
rest,2:3:48:20
rest,2:3:48:30
rest,2:3:48:40
rest,2:3:48:50
rest,2:3:49:0
rest,2:3:49:10
rest,2:3:49:20
rest,2:3:49:30
rest,2:3:49:40
rest,2:3:49:50
rest,2:3:50:0
rest,2:3:50:10
rest,2:3:50:20
rest,2:3:50:30
rest,2:3:50:40
rest,2:3:50:50
rest,2:3:51:0
rest,2:3:51:10
rest,2:3:51:20
rest,2:3:51:30
rest,2:3:51:40
rest,2:3:51:50
rest,2:3:52:0
rest,2:3:52:10
rest,2:3:52:20
rest,2:3:52:30
rest,2:3:52:40
rest,2:3:52:50
rest,2:3:53:0
rest,2:3:53:10
rest,2:3:53:20
rest,2:3:53:30
rest,2:3:53:40
rest,2:3:53:50
rest,2:3:54:0
rest,2:3:54:10
rest,2:3:54:20
rest,2:3:54:30
rest,2:3:54:40
rest,2:3:54:50
rest,2:3:55:0
rest,2:3:55:10
rest,2:3:55:20
rest,2:3:55:30
rest,2:3:55:40
rest,2:3:55:50
rest,2:3:56:0
rest,2:3:56:10
rest,2:3:56:20
rest,2:3:56:30
rest,2:3:56:40
rest,2:3:56:50
rest,2:3:57:0
rest,2:3:57:10
rest,2:3:57:20
rest,2:3:57:30
rest,2:3:57:40
rest,2:3:57:50
rest,2:3:58:0
rest,2:3:58:10
rest,2:3:58:20
rest,2:3:58:30
rest,2:3:58:40
rest,2:3:58:50
rest,2:3:59:0
rest,2:3:59:10
rest,2:3:59:20
rest,2:3:59:30
rest,2:3:59:40
rest,2:3:59:50
rest,2:4:0:0
rest,2:4:0:10
rest,2:4:0:20
rest,2:4:0:30
rest,2:4:0:40
rest,2:4:0:50
rest,2:4:1:0
rest,2:4:1:10
rest,2:4:1:20
rest,2:4:1:30
rest,2:4:1:40
rest,2:4:1:50
rest,2:4:2:0
rest,2:4:2:10
rest,2:4:2:20
rest,2:4:2:30
rest,2:4:2:40
rest,2:4:2:50
rest,2:4:3:0
rest,2:4:3:10
rest,2:4:3:20
rest,2:4:3:30
rest,2:4:3:40
rest,2:4:3:50
rest,2:4:4:0
rest,2:4:4:10
rest,2:4:4:20
rest,2:4:4:30
rest,2:4:4:40
rest,2:4:4:50
rest,2:4:5:0
rest,2:4:5:10
rest,2:4:5:20
rest,2:4:5:30
rest,2:4:5:40
rest,2:4:5:50
rest,2:4:6:0
rest,2:4:6:10
rest,2:4:6:20
rest,2:4:6:30
rest,2:4:6:40
rest,2:4:6:50
rest,2:4:7:0
rest,2:4:7:10
rest,2:4:7:20
rest,2:4:7:30
rest,2:4:7:40
rest,2:4:7:50
rest,2:4:8:0
rest,2:4:8:10
rest,2:4:8:20
rest,2:4:8:30
rest,2:4:8:40
rest,2:4:8:50
rest,2:4:9:0
rest,2:4:9:10
rest,2:4:9:20
rest,2:4:9:30
rest,2:4:9:40
rest,2:4:9:50
rest,2:4:10:0
rest,2:4:10:10
rest,2:4:10:20
rest,2:4:10:30
rest,2:4:10:40
rest,2:4:10:50
rest,2:4:11:0
rest,2:4:11:10
rest,2:4:11:20
rest,2:4:11:30
rest,2:4:11:40
rest,2:4:11:50
rest,2:4:12:0
rest,2:4:12:10
rest,2:4:12:20
rest,2:4:12:30
rest,2:4:12:40
rest,2:4:12:50
rest,2:4:13:0
rest,2:4:13:10
rest,2:4:13:20
rest,2:4:13:30
rest,2:4:13:40
rest,2:4:13:50
rest,2:4:14:0
rest,2:4:14:10
rest,2:4:14:20
rest,2:4:14:30
rest,2:4:14:40
rest,2:4:14:50
rest,2:4:15:0
rest,2:4:15:10
rest,2:4:15:20
rest,2:4:15:30
rest,2:4:15:40
rest,2:4:15:50
rest,2:4:16:0
rest,2:4:16:10
rest,2:4:16:20
rest,2:4:16:30
rest,2:4:16:40
rest,2:4:16:50
rest,2:4:17:0
rest,2:4:17:10
rest,2:4:17:20
rest,2:4:17:30
rest,2:4:17:40
rest,2:4:17:50
rest,2:4:18:0
rest,2:4:18:10
rest,2:4:18:20
rest,2:4:18:30
rest,2:4:18:40
rest,2:4:18:50
rest,2:4:19:0
rest,2:4:19:10
rest,2:4:19:20
rest,2:4:19:30
rest,2:4:19:40
rest,2:4:19:50
rest,2:4:20:0
rest,2:4:20:10
rest,2:4:20:20
rest,2:4:20:30
rest,2:4:20:40
rest,2:4:20:50
rest,2:4:21:0
rest,2:4:21:10
rest,2:4:21:20
rest,2:4:21:30
rest,2:4:21:40
rest,2:4:21:50
rest,2:4:22:0
rest,2:4:22:10
rest,2:4:22:20
rest,2:4:22:30
rest,2:4:22:40
rest,2:4:22:50
rest,2:4:23:0
rest,2:4:23:10
rest,2:4:23:20
rest,2:4:23:30
rest,2:4:23:40
rest,2:4:23:50
rest,2:4:24:0
rest,2:4:24:10
rest,2:4:24:20
rest,2:4:24:30
rest,2:4:24:40
rest,2:4:24:50
rest,2:4:25:0
rest,2:4:25:10
rest,2:4:25:20
rest,2:4:25:30
rest,2:4:25:40
rest,2:4:25:50
rest,2:4:26:0
rest,2:4:26:10
rest,2:4:26:20
rest,2:4:26:30
rest,2:4:26:40
rest,2:4:26:50
rest,2:4:27:0
rest,2:4:27:10
rest,2:4:27:20
rest,2:4:27:30
rest,2:4:27:40
rest,2:4:27:50
rest,2:4:28:0
rest,2:4:28:10
rest,2:4:28:20
rest,2:4:28:30
rest,2:4:28:40
rest,2:4:28:50
rest,2:4:29:0
rest,2:4:29:10
rest,2:4:29:20
rest,2:4:29:30
rest,2:4:29:40
rest,2:4:29:50
rest,2:4:30:0
rest,2:4:30:10
rest,2:4:30:20
rest,2:4:30:30
rest,2:4:30:40
rest,2:4:30:50
rest,2:4:31:0
rest,2:4:31:10
rest,2:4:31:20
rest,2:4:31:30
rest,2:4:31:40
rest,2:4:31:50
rest,2:4:32:0
rest,2:4:32:10
rest,2:4:32:20
rest,2:4:32:30
rest,2:4:32:40
rest,2:4:32:50
rest,2:4:33:0
rest,2:4:33:10
rest,2:4:33:20
rest,2:4:33:30
rest,2:4:33:40
rest,2:4:33:50
rest,2:4:34:0
rest,2:4:34:10
rest,2:4:34:20
rest,2:4:34:30
rest,2:4:34:40
rest,2:4:34:50
rest,2:4:35:0
rest,2:4:35:10
rest,2:4:35:20
rest,2:4:35:30
rest,2:4:35:40
rest,2:4:35:50
rest,2:4:36:0
rest,2:4:36:10
rest,2:4:36:20
rest,2:4:36:30
rest,2:4:36:40
rest,2:4:36:50
rest,2:4:37:0
rest,2:4:37:10
rest,2:4:37:20
rest,2:4:37:30
rest,2:4:37:40
rest,2:4:37:50
rest,2:4:38:0
rest,2:4:38:10
rest,2:4:38:20
rest,2:4:38:30
rest,2:4:38:40
rest,2:4:38:50
rest,2:4:39:0
rest,2:4:39:10
rest,2:4:39:20
rest,2:4:39:30
rest,2:4:39:40
rest,2:4:39:50
rest,2:4:40:0
rest,2:4:40:10
rest,2:4:40:20
rest,2:4:40:30
rest,2:4:40:40
rest,2:4:40:50
rest,2:4:41:0
rest,2:4:41:10
rest,2:4:41:20
rest,2:4:41:30
rest,2:4:41:40
rest,2:4:41:50
rest,2:4:42:0
rest,2:4:42:10
rest,2:4:42:20
rest,2:4:42:30
rest,2:4:42:40
rest,2:4:42:50
rest,2:4:43:0
rest,2:4:43:10
rest,2:4:43:20
rest,2:4:43:30
rest,2:4:43:40
rest,2:4:43:50
rest,2:4:44:0
rest,2:4:44:10
rest,2:4:44:20
rest,2:4:44:30
rest,2:4:44:40
rest,2:4:44:50
rest,2:4:45:0
rest,2:4:45:10
rest,2:4:45:20
rest,2:4:45:30
rest,2:4:45:40
rest,2:4:45:50
rest,2:4:46:0
rest,2:4:46:10
rest,2:4:46:20
rest,2:4:46:30
rest,2:4:46:40
rest,2:4:46:50
rest,2:4:47:0
rest,2:4:47:10
rest,2:4:47:20
rest,2:4:47:30
rest,2:4:47:40
rest,2:4:47:50
rest,2:4:48:0
rest,2:4:48:10
rest,2:4:48:20
rest,2:4:48:30
rest,2:4:48:40
rest,2:4:48:50
rest,2:4:49:0
rest,2:4:49:10
rest,2:4:49:20
rest,2:4:49:30
rest,2:4:49:40
rest,2:4:49:50
rest,2:4:50:0
rest,2:4:50:10
rest,2:4:50:20
rest,2:4:50:30
rest,2:4:50:40
rest,2:4:50:50
rest,2:4:51:0
rest,2:4:51:10
rest,2:4:51:20
rest,2:4:51:30
rest,2:4:51:40
rest,2:4:51:50
rest,2:4:52:0
rest,2:4:52:10
rest,2:4:52:20
rest,2:4:52:30
rest,2:4:52:40
rest,2:4:52:50
rest,2:4:53:0
rest,2:4:53:10
rest,2:4:53:20
rest,2:4:53:30
rest,2:4:53:40
rest,2:4:53:50
rest,2:4:54:0
rest,2:4:54:10
rest,2:4:54:20
rest,2:4:54:30
rest,2:4:54:40
rest,2:4:54:50
rest,2:4:55:0
rest,2:4:55:10
rest,2:4:55:20
rest,2:4:55:30
rest,2:4:55:40
rest,2:4:55:50
rest,2:4:56:0
rest,2:4:56:10
rest,2:4:56:20
rest,2:4:56:30
rest,2:4:56:40
rest,2:4:56:50
rest,2:4:57:0
rest,2:4:57:10
rest,2:4:57:20
rest,2:4:57:30
rest,2:4:57:40
rest,2:4:57:50
rest,2:4:58:0
rest,2:4:58:10
rest,2:4:58:20
walk,2:4:58:30
walk,2:4:58:40
walk,2:4:58:50
walk,2:4:59:0
walk,2:4:59:10
walk,2:4:59:20
walk,2:4:59:30
walk,2:4:59:40
walk,2:4:59:50
walk,2:5:0:0
walk,2:5:0:10
walk,2:5:0:20
walk,2:5:0:30
walk,2:5:0:40
walk,2:5:0:50
walk,2:5:1:0
walk,2:5:1:10
walk,2:5:1:20
walk,2:5:1:30
walk,2:5:1:40
walk,2:5:1:50
walk,2:5:2:0
walk,2:5:2:10
walk,2:5:2:20
walk,2:5:2:30
walk,2:5:2:40
walk,2:5:2:50
walk,2:5:3:0
walk,2:5:3:10
walk,2:5:3:20
walk,2:5:3:30
walk,2:5:3:40
walk,2:5:3:50
walk,2:5:4:0
walk,2:5:4:10
walk,2:5:4:20
walk,2:5:4:30
walk,2:5:4:40
walk,2:5:4:50
walk,2:5:5:0
walk,2:5:5:10
walk,2:5:5:20
walk,2:5:5:30
walk,2:5:5:40
walk,2:5:5:50
walk,2:5:6:0
walk,2:5:6:10
walk,2:5:6:20
walk,2:5:6:30
walk,2:5:6:40
walk,2:5:6:50
walk,2:5:7:0
walk,2:5:7:10
walk,2:5:7:20
walk,2:5:7:30
walk,2:5:7:40
walk,2:5:7:50
walk,2:5:8:0
walk,2:5:8:10
walk,2:5:8:20
walk,2:5:8:30
walk,2:5:8:40
walk,2:5:8:50
walk,2:5:9:0
walk,2:5:9:10
walk,2:5:9:20
walk,2:5:9:30
walk,2:5:9:40
walk,2:5:9:50
walk,2:5:10:0
walk,2:5:10:10
walk,2:5:10:20
walk,2:5:10:30
walk,2:5:10:40
walk,2:5:10:50
walk,2:5:11:0
walk,2:5:11:10
walk,2:5:11:20
walk,2:5:11:30
walk,2:5:11:40
walk,2:5:11:50
walk,2:5:12:0
walk,2:5:12:10
walk,2:5:12:20
walk,2:5:12:30
walk,2:5:12:40
walk,2:5:12:50
walk,2:5:13:0
walk,2:5:13:10
walk,2:5:13:20
